Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,609.61,307.39,2063.56,1075.82,,1232.63,26154.35,808.9
2015,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,1394.02,177.92,2768.16,1911.03,2.09,914.7,33092.34,826.07
2016,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,1024.18,490.28,1374.11,509.25,41.73,978.66,36442.93,1173.44
2017,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,2871.85,999.65,5138.32,2706.75,83.05,1012.65,51770.43,1639.41
2018,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,1521.37,657.73,9671.75,8244.06,106.37,1061.74,53687.89,1601.36
2019,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,1553.71,592.6,6920.89,5657.86,102.21,1095.19,61710.41,1799.75
2020,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,3586.83,2737.89,6899.03,5657.48,123.22,1352.24,67679.87,470.8
2021,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,2674.4,1552.03,6402.96,5278.64,151.99,1319.17,65082.79,430.95
2022,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,3463.86,1534.26,16483.44,15044.24,308.73,1484.38,70799.14,2258.49
2023,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,2344.75,774.2,10721.04,8638.04,554.73,1428.6,73703.23,2182.64
2024,PANDXb.ST,Pandox AB,Real Estate Operations,Real Estate,STX,3123.35,1322.13,4792.98,2425.28,710.41,1379.7,82954.98,1857.04
