Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2011,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,20.88,10.41,50.15,,,,550.11,
2012,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,39.27,29.67,99.72,,,0.98,1109.55,28.85
2013,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,66.18,53.92,100.26,,,3.16,1716.52,44.34
2014,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,347.45,287.31,212.39,,,5.86,3560.71,-342.65
2015,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,363.16,301.41,266.87,,,16.75,5177.35,-79.36
2016,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,216.22,143.2,297.77,,,12.33,6081.57,209.16
2017,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,203.13,150.1,590.38,,,13.01,7964.14,338.92
2018,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,157.11,69.29,606.98,,,23.42,10419.25,258.47
2019,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,272.86,180.03,486.65,,,22.5,11192.88,392.71
2020,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,205.71,108.6,612.95,,,27.15,13942.17,557.8
2021,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,384.84,262.08,1564.69,,,36.05,18236.55,572.26
2022,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,337.91,192.02,1115.4,206.14,,34.83,20570.41,686.95
2023,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,900.05,184.24,2343.75,1093.35,,41.28,22033.04,560.34
2024,NP3.ST,NP3 Fastigheter AB,Real Estate Operations,Real Estate,STX,503.77,99.73,2838.57,1675.8,,44.21,25295.26,878.69
