Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1995,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,249.53,60.23,564.07,,19.12,,9336.8,-535.43
2004,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,84.03,6.39,576.34,933.48,21.01,17763.45,17855.71,783.65
2005,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,79.82,4.25,579.97,777.83,14.44,18061.58,18153.29,665.08
2006,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,177.55,7.28,589.11,639.19,10.02,22069.25,22258.63,720.5
2007,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,135.4,5.89,658.5,,38.69,23309.95,23456.29,958.62
2008,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,199.19,8.0,886.56,131.61,33.79,25934.28,26146.8,922.03
2009,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,158.59,6.47,648.1,998.44,22.66,23680.27,23849.37,814.77
2010,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,132.75,10.41,865.05,1819.48,18.22,27563.7,27709.47,1018.69
2011,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,250.77,84.17,946.67,2303.77,19.09,,29650.45,1128.85
2012,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,236.26,37.67,904.82,1573.38,18.83,31097.88,31357.25,1074.27
2013,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,311.01,65.97,1057.43,,0.94,29.22,35919.79,1240.96
2014,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,441.87,45.05,959.46,3243.57,4.79,26.84,36507.41,1276.83
2015,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,294.08,40.82,1107.26,5092.58,18.84,25.12,44638.03,1440.85
2016,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,5504.04,243.72,1854.91,11751.56,53.11,53.11,74265.66,2219.22
2017,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,868.56,203.13,1989.28,11126.19,211.14,83.05,83766.1,2172.0
2018,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,1138.83,237.13,1757.52,9029.63,157.11,120.03,89915.71,2614.62
2019,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,1032.37,162.22,2497.0,,240.04,146.28,92814.56,3290.54
2020,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,1445.17,168.12,2666.89,,441.7,177.51,114774.37,3013.13
2021,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,3081.64,1166.21,3383.67,18782.14,289.36,198.75,173063.07,2608.75
2022,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,3025.23,807.61,15498.87,11317.77,129.89,197.67,169174.54,4073.27
2023,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,3861.95,2102.12,8305.81,3775.37,54.37,108.73,160413.86,4790.27
2024,CAST.ST,Castellum AB,Real Estate Operations,Real Estate,4169.96,2467.43,12205.55,8469.45,52.43,74.02,162294.15,4369.02
