Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,8.77,5.44,1.7,,,,17.09,-4.45
2005,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,35.49,30.01,4.81,,,,48.0,-3.11
2006,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,31.87,24.41,6.5,,,,52.43,-10.74
2007,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,63.11,38.36,38.22,,0.19,,185.46,5.56
2008,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,54.44,16.37,24.79,,0.55,,159.65,-9.48
2009,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,50.89,35.67,12.2,,0.0,,136.55,-1.65
2010,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,32.46,14.14,11.07,,0.0,,123.33,-12.58
2011,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,38.37,9.58,35.1,,0.65,0.05,139.07,-0.83
2012,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,41.57,3.62,28.12,,1.61,0.03,133.75,-6.47
2013,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,82.54,2.24,64.19,,1.46,0.01,193.08,-15.65
2014,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,123.61,6.18,97.51,,0.0,0.05,226.4,-10.75
2015,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,114.6,12.3,96.61,,1.49,0.53,275.55,22.63
2016,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,154.88,26.8,143.38,,2.71,0.92,287.67,-14.51
2017,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,121.36,30.25,111.82,,1.35,0.6,247.27,59.07
2018,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,95.07,11.05,92.78,,2.06,0.11,214.73,-37.97
2019,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,68.84,11.44,81.39,,1.09,1.96,187.06,12.71
2020,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,117.79,39.58,105.5,0.0,2.8,0.17,260.04,-3.18
2021,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,205.49,52.62,135.71,9.74,10.71,0.75,330.18,-1.3
2022,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,243.54,55.3,126.06,13.62,4.71,0.61,382.77,17.94
2023,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,210.12,38.04,189.28,51.07,8.15,3.69,507.32,2.18
2024,NAVA.OL,Navamedic ASA,Pharmaceuticals,Health Care,OBX,200.0,37.28,140.82,35.44,5.2,4.49,467.48,39.35
