Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,197.11,119.19,905.68,905.68,9.97,,4498.77,135.01
2005,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,200.75,87.67,615.9,613.61,9.59,,4454.29,128.94
2006,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,567.66,253.32,3991.8,3992.73,13.38,,16408.86,293.21
2007,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,937.06,77.91,2524.45,3017.5,97.71,,17171.38,411.15
2008,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,527.52,158.61,2420.8,1994.53,169.8,,17895.71,506.77
2009,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,531.26,188.2,2287.44,,,,16046.46,500.06
2010,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,620.2,381.16,2053.48,3356.96,0.0,,18402.64,563.6
2011,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,727.4,237.93,2550.45,1620.88,,,20109.83,552.51
2012,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,478.86,161.36,3125.97,1884.98,,,21800.44,714.95
2013,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,1422.73,175.86,2458.49,1653.07,101.03,,25286.35,770.93
2014,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,760.48,397.59,4148.2,3603.97,,,28060.71,674.61
2015,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,831.81,407.53,3233.67,5063.28,,,33434.78,961.55
2016,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,600.29,261.74,2588.91,6258.9,,,35088.73,931.88
2017,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,2488.61,344.22,3038.96,7255.69,,,42790.63,1129.09
2018,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,1511.61,326.91,758.24,6743.19,,,44038.59,1179.95
2019,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,1748.74,428.51,1018.3,4748.32,37.51,,47878.94,1256.29
2020,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,2110.33,291.33,1341.8,4289.58,158.72,,51808.02,1275.26
2021,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,2411.34,700.51,1005.46,4393.02,3.9,,52888.72,1251.76
2022,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,2052.9,357.68,1010.92,4098.27,23.53,31.06,60144.96,1224.74
2023,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,2305.49,119.8,1269.53,4873.75,38.26,29.2,62196.91,1080.87
2024,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,STX,2407.8,132.62,5832.39,4567.83,33.93,40.1,63311.16,1300.74
