Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,1331.26,285.4,733.91,257.3,,142.9,3689.46,388.96
2013,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,1389.46,292.66,869.75,256.8,,147.38,3683.78,258.3
2014,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,1565.59,245.02,967.16,224.5,,185.78,3767.9,295.87
2015,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,1852.81,447.12,854.96,35.0,,225.18,4094.0,297.28
2016,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,2170.95,576.96,1034.37,33.0,,246.38,4436.47,468.07
2017,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,2221.37,581.66,1085.12,30.0,,272.54,4548.38,472.63
2018,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,2287.63,426.97,1273.84,33.79,124.14,262.06,4757.34,350.4
2019,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,2376.56,568.04,3287.82,1670.9,116.38,2743.24,7315.73,1031.7
2020,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,2457.09,540.06,2214.25,22.0,251.88,2262.55,7278.23,1704.92
2021,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,2899.63,570.29,2692.95,30.23,324.06,2320.02,8639.08,1591.35
2022,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,3196.36,464.49,2784.65,29.68,291.31,2434.47,9225.26,1247.7
2023,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,3248.33,676.32,2532.28,46.13,254.85,2541.24,9312.21,1769.01
2024,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,OBX,4337.51,603.36,3794.59,43.31,248.19,3294.73,11544.88,1495.81
