Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2006,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,,,,,,,,580.4
2007,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,8237.58,1733.3,2919.11,37.84,52.98,,8339.34,1582.68
2009,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,7790.13,1642.5,3340.82,187.71,62.3,,7999.69,925.05
2010,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,8393.71,1810.8,3176.49,322.77,106.72,10.41,8583.72,35.27
2011,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,9528.3,2114.6,3566.28,,137.1,14.75,9801.63,633.09
2012,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,9674.86,2118.68,3882.1,426.3,233.7,9.42,9892.29,841.37
2013,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,10285.95,2247.76,3882.91,475.0,163.99,7.54,10508.37,810.46
2014,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,11645.8,2323.41,4688.99,631.65,161.99,22.05,11861.46,898.37
2015,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,12310.73,1334.37,5036.06,977.49,93.14,18.84,12529.46,-219.9
2016,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,13373.19,1441.44,6126.14,1948.79,108.11,11.38,13591.3,1543.63
2017,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,18914.21,2573.66,9979.44,4333.8,277.18,15.01,19123.35,-2.91
2018,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,19940.72,1641.4,9912.78,4848.07,142.48,18.54,20149.55,-3385.33
2019,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,21147.11,2247.58,9878.28,4959.3,118.15,13.13,21539.99,-1305.61
2020,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,23654.28,3171.24,11155.2,6714.21,143.06,8.35,24108.51,-726.67
2021,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,23194.65,3878.6,11489.67,7287.6,58.46,7.79,23763.63,-963.12
2022,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,29512.43,2024.66,18924.14,14489.84,138.37,7.53,30044.24,-1816.68
2023,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,29741.84,1684.32,18440.91,15107.51,168.13,10.07,30276.43,1052.01
2024,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,STX,25143.11,520.22,14545.5,11393.36,134.68,24.67,25869.97,3530.0
