Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,536.86,35.23,525.71,177.94,5.0,641.81,1527.05,145.68
2005,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,513.41,58.8,493.44,182.25,5.66,544.93,1388.76,81.1
2006,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,616.75,34.96,726.01,234.77,5.34,579.23,1576.76,29.16
2007,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,560.65,20.37,413.84,108.89,8.71,519.58,1476.68,58.65
2008,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,625.04,88.11,441.46,59.57,3.52,540.63,1665.84,171.51
2009,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,482.2,60.11,368.08,22.31,18.69,438.61,1341.66,151.01
2010,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,1006.36,129.67,795.82,70.4,8.59,600.51,2209.61,44.24
2011,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,931.34,131.38,730.64,102.35,8.21,489.17,2053.81,128.81
2012,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,783.77,96.09,688.76,145.49,5.3,607.74,1840.99,-1.46
2013,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,767.25,76.95,726.42,174.23,3.08,598.77,1912.69,-56.9
2014,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,707.5,92.73,805.21,164.26,5.64,532.98,1882.6,88.97
2015,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,889.29,255.68,737.53,230.26,10.68,321.05,2019.22,-142.67
2016,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,599.89,85.21,456.86,2.79,15.14,286.5,1526.0,53.2
2017,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,668.38,124.16,493.02,0.0,8.72,278.5,1627.27,48.27
2018,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,640.02,70.64,450.09,0.11,1.39,225.29999999999998,1446.0,-54.73
2019,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,579.29,93.5,450.82,0.0,8.96,215.31,1486.74,93.5
2020,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,602.68,114.99,634.68,55.45,5.74,214.76999999999998,1455.11,35.01
2021,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,622.57,131.8,469.41,210.85,4.98,192.7,1407.41,66.85
2022,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,691.79,136.22,543.97,186.65,8.27,219.5,1586.8,105.73
2023,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,661.96,130.24,661.49,159.16,6.61,219.07000000000002,1581.91,82.49
2024,BOLJ.ST,Bong AB,Paper & Forest Products,Materials,600.18,106.48,511.36,48.81,3.38,239.82999999999998,1612.22,71.77
