Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,93.09,55.05,60.2,44.3,3.86,656.95,795.12,54.31
2005,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,626.92,526.61,131.55,80.16,9.79,1679.5400000000002,2292.16,172.02
2006,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,956.21,615.42,172.03,73.1,0.63,1577.51,2737.45,317.46
2007,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,1359.83,471.01,384.09,73.82,7.75,2230.2,3434.07,448.85
2008,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,1060.82,698.24,457.51,148.19,5.85,3349.3599999999997,4386.46,212.96
2009,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,744.99,347.26,470.1,,45.29,5241.11,5503.9,212.07
2010,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,1178.38,603.41,888.58,465.42,59.75,6073.1900000000005,6685.34,76.79
2011,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,783.82,355.81,621.22,398.77,45.31,6947.59,7947.87,254.08
2012,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,870.13,497.34,969.84,736.33,32.62,7659.84,8686.71,196.09
2013,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,741.83,402.7,1363.95,1106.35,48.03,7521.7699999999995,8343.39,309.4
2014,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,816.16,350.81,1211.27,898.76,34.48,7471.7300000000005,8373.75,376.72
2015,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,615.1,204.65,5900.08,5640.37,25.91,5842.85,6534.23,361.71
2016,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,840.15,554.47,6104.22,5596.59,16.09,4601.88,5471.44,411.77
2017,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,545.51,249.24,240.66,32.16,12.97,4218.88,4796.49,-227.13
2018,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,303.68,85.78,133.4,26.39,7.46,3198.6099999999997,3532.4,-35.24
2019,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,372.88,101.01,4387.74,4222.09,5.75,2959.86,3473.69,95.04
2020,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,272.39,106.49,164.17,28.27,4.62,1907.2299999999998,2318.06,134.5
2021,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,245.16,100.86,158.79,13.19,3.73,1584.1000000000001,1955.83,126.47
2022,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,768.86,147.38,242.67,7.02,3.01,1141.02,2003.4,216.78
2023,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,280.39,97.73,1347.07,1233.99,2.55,1077.78,1440.24,95.77
2024,HAVI.OL,Havila Shipping ASA,Freight & Logistics Services,Industrials,OBX,278.81,147.59,633.62,504.85,1.87,1174.54,1507.51,229.64
