Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,270.33,27.55,214.09,67.6,4.0,,647.35,28.96
2005,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,286.64,46.74,171.41,33.47,4.27,,648.22,49.85
2006,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,320.42,45.74,190.06,35.94,8.12,,704.05,53.15
2007,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,387.59,64.29,215.35,28.38,16.55,0.0,765.14,59.35
2008,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,510.33,80.74,273.61,11.92,25.88,,940.62,74.07
2009,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,356.25,73.55,183.59,10.28,6.47,,755.31,77.12
2010,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,773.6,197.83,490.75,62.3,,165.72,1434.32,82.13
2011,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,792.56,129.38,461.45,0.0,24.64,,1434.76,25.65
2012,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,982.72,192.26,600.16,25.94,27.99,194.4,1837.04,106.74
2013,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,1111.81,254.46,668.95,28.56,21.77,211.2,2052.76,98.74
2014,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,1247.59,311.51,727.31,29.23,16.87,235.98,2274.62,132.28
2015,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,1497.21,273.57,830.55,0.31,43.12,275.04,2685.27,77.16
2016,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,1418.31,272.93,787.86,0.19,52.16,250.17,2516.27,235.37
2017,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,1500.57,361.13,769.5,0.2,57.14,252.56,2972.82,270.46
2018,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,1971.53,452.7,1292.53,7.9,,304.08,3923.44,254.16
2019,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,1971.53,417.54,1296.23,4.69,98.92,314.4,4450.62,299.0
2020,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,1846.88,487.43,1101.11,0.0,73.2,312.42,4437.33,335.19
2021,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,2029.81,527.67,1322.49,0.0,92.26,308.65,4607.36,520.95
2022,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,2693.24,678.84,1632.06,0.0,91.68,367.19,5854.76,328.46
2023,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,3030.26,820.71,1877.41,25.57,127.86,446.5,6465.85,573.58
2024,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,STX,3149.16,848.38,2013.73,33.31,164.8,584.47,7454.0,606.03
