Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2008,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1370.79,107.76,261.15,116.5,9.71,327.16,1865.9,189.42
2009,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1127.13,255.45,359.12,99.53,9.95,257.94,1664.57,269.67
2010,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1217.24,131.61,360.58,34.27,20.25,268.68,1939.95,-2.4
2011,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,730.03,111.26,249.53,70.54,0.11,209.18,1000.82,212.51
2012,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,680.2,150.26,261.97,69.49,5.92,223.67,954.51,83.53
2013,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,754.43,234.72,296.53,76.47,3.19,237.29,1047.12,103.25
2014,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,864.58,173.65,347.49,79.42,8.08,245.23,1211.3,91.53
2015,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,2114.49,213.65,1404.75,366.06,28.8,461.35,2897.4,116.72
2016,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1790.77,183.36,1063.06,198.99,13.37,368.81,2422.28,152.82
2017,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,2261.48,203.15,1471.24,334.33,22.1,469.24,3018.37,198.47
2018,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,2257.57,189.76,1349.6,304.77,18.2,486.58,3009.96,278.89
2019,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,2334.97,200.29,1204.69,192.36,29.83,498.69,3345.8,352.95
2020,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,2563.81,270.76,1214.23,64.83,18.54,485.63,3553.43,377.39
2021,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,3721.01,253.74,1986.77,200.64,13.78,498.49,4743.58,-127.4
2022,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,4392.43,217.85,2485.25,477.43,32.33,582.55,5509.42,102.85
2023,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,4545.86,237.37,2534.25,563.87,54.65,701.27,5794.15,786.38
2024,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,4551.67,571.1,2169.84,267.69,24.57,804.55,6342.99,1070.35
