Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,3764.87,190.63,4293.53,,76.47,2393.91,8889.63,673.87
2005,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,5136.9,412.28,4993.4,,83.53,2517.58,11189.37,902.14
2006,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,7691.12,449.17,7149.25,,2.21,4135.26,17726.33,1178.08
2007,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,7386.0,407.5,7311.52,,194.7,4037.72,17346.78,1513.35
2008,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,12763.86,673.22,14568.26,,88.72,6644.83,30953.97,988.91
2009,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,8918.58,409.14,9050.13,,0.0,5546.24,24726.77,1995.55
2010,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,9345.9,379.4,9513.13,523.63,238.3,4998.0,24127.72,1787.85
2011,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,9311.97,381.93,9825.02,823.17,444.37,,23658.72,1949.12
2012,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,9103.66,543.38,9166.66,848.55,193.93,,22438.25,1658.21
2013,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,10797.3,790.4,10039.32,594.76,272.78,4341.06,25824.98,1859.03
2014,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,12188.88,524.46,12009.2,679.86,257.37,4767.5,28748.27,2151.68
2015,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,18687.36,6313.59,12436.8,391.06,373.05,4589.83,35665.1,3790.09
2016,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,22544.38,2095.73,19261.4,1609.09,744.63,4076.53,49357.26,1588.4
2017,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,24025.33,1783.18,20075.34,592.63,435.21,3215.81,50780.99,5851.29
2018,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,24464.4,1536.49,21172.49,598.41,602.39,3303.85,51497.57,5541.67
2019,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,37182.36,2692.03,38629.18,1162.2,1238.62,3982.04,128549.14,9072.08
2020,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,43016.22,5716.35,40991.56,908.14,1969.75,4243.61,135516.85,14786.03
2021,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,79205.77,11174.5,71919.92,1451.51,4139.1,8431.7,217316.31,16676.37
2022,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,76770.53,14328.02,65955.42,,4588.91,8861.94,224291.3,36435.42
2023,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,63584.84,9681.63,57530.07,1015.88,1884.71,9324.5,220747.77,25204.74
2024,DSV.CO,DSV A/S,Freight & Logistics Services,Industrials,COX,199646.97,131890.22,61883.11,460.8,2927.35,10697.85,373288.65,18154.77
