Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,253.9,39.33,333.94,99.14,5.15,89.36,381.42,-17.21
2005,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,281.08,38.15,334.24,78.11,3.78,83.76,520.79,31.06
2006,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,317.53,48.15,361.93,103.03,1.99,70.76,600.15,32.17
2007,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,347.16,64.86,368.99,98.71,0.77,71.49,613.15,45.46
2008,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,392.03,70.61,393.68,126.32,0.08,,730.97,16.79
2009,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,300.25,73.96,307.33,67.45,0.01,,574.09,76.23
2010,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,303.12,71.54,237.77,12.39,6.97,55.67,553.25,10.16
2011,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,245.28,47.96,212.56,2.94,4.77,9.37,510.37,56.94
2012,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,238.06,38.21,213.46,0.01,6.33,11.27,492.25,46.7
2013,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,266.75,84.31,221.64,2.67,5.85,10.79,540.76,76.11
2014,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,331.16,120.21,259.03,0.01,9.02,10.5,667.98,84.12
2015,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,342.55,105.86,371.38,0.54,13.64,16.25,897.62,130.91
2016,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,349.43,115.75,420.34,35.57,29.56,20.96,1024.03,155.61
2017,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,353.84,116.72,362.8,11.65,3.0,16.73,1126.74,130.11
2018,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,653.61,144.51,723.5,9.94,5.99,32.1,2167.48,160.15
2019,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,694.6,194.05,709.37,231.91,6.76,16.14,2180.13,139.09
2020,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,618.02,231.21,773.83,247.8,14.36,12.21,2310.28,274.63
2021,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,585.44,84.75,550.17,25.64,1.58,14.63,1708.15,-26.89
2022,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,546.78,46.24,503.49,73.8,2.01,17.42,1669.65,37.23
2023,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,668.36,57.43,571.38,54.47,2.77,20.84,1947.51,117.85
2024,COLUM.CO,Columbus A/S,Software & IT Services,Information Technology,COX,711.59,125.02,604.48,63.12,16.81,17.92,2044.31,212.3
