Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,233.82,14.66,154.52,13.79,8.94,,380.49,2.48
2005,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,304.09,19.31,216.82,1.41,0.84,,442.62,61.52
2006,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,428.7,113.6,308.43,1.23,0.93,,563.17,120.51
2007,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,321.41,72.47,161.48,1.69,6.75,,434.49,-81.83
2008,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,443.56,204.93,162.5,21.6,0.77,,584.25,56.85
2009,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,348.85,231.4,162.25,34.96,0.0,,475.97,49.04
2010,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,314.9,154.94,143.4,34.57,0.0,,413.02,-48.93
2011,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,309.99,,151.15,33.58,3.22,,407.46,19.72
2012,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,375.46,143.48,240.45,41.06,,57.93,462.97,14.48
2013,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,301.99,105.54,181.63,29.02,0.04,70.01,406.76,28.92
2014,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,366.43,40.05,239.6,13.67,0.61,71.68,475.86,-15.53
2015,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,489.22,62.76,301.1,14.74,0.11,81.88,592.9,66.88
2016,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,525.9,215.83,316.86,28.48,10.27,86.99,633.49,197.25
2017,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,710.25,302.48,461.16,13.91,8.16,97.94,856.59,171.97
2018,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,792.75,132.52,488.13,10.69,9.83,115.05,954.92,-72.61
2019,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,653.58,220.04,344.77,14.78,8.89,106.81,892.06,183.13
2020,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,631.53,121.53,429.33,19.45,4.32,114.22,894.96,12.09
2021,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,782.28,243.85,677.63,20.73,6.25,115.02,1108.03,243.91
2022,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,590.67,79.87,657.35,70.55,10.34,117.86,965.11,-134.92
2023,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,1121.34,538.06,1018.67,0.0,22.08,107.38,1514.51,440.65
2024,RAUTE.HE,Raute Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,1246.27,676.64,959.84,0.0,19.85,109.73,1600.32,163.5
