Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,353.39,218.75,3036.72,,2.19,,13227.51,261.52
2005,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,216.54,81.52,3445.88,3464.56,,,14715.9,79.72
2006,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,281.35,151.15,3953.49,3548.31,,,17995.57,255.83
2007,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,194.27,50.46,3710.49,3422.86,,,16607.2,131.75
2008,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,380.59,262.32,4518.16,4172.25,,,18005.94,175.34
2009,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,779.98,580.13,6571.6,4492.19,,,18491.43,413.15
2010,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,782.63,563.11,8475.27,6138.67,,,22690.08,340.12
2011,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,400.01,74.62,10484.52,6176.35,,,25134.9,269.47
2012,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,662.57,166.07,13046.76,7378.98,,,26719.28,237.2
2013,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,1649.3,361.9,15280.02,103.67,,66.91,30570.41,460.28
2014,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,842.52,53.68,13898.27,-350.81,,78.6,30439.14,575.03
2015,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,742.01,42.91,14913.53,709.57,,85.82,36175.52,438.85
2016,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,1064.01,92.94,14776.7,1825.51,,81.56,37365.64,653.98
2017,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,1127.73,228.15,16794.85,9154.91,,90.06,43701.22,807.6
2018,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,671.39,81.0,13015.04,12143.599999999999,,85.88,47096.94,346.49
2019,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,437.89,120.96,19400.25,13297.0,,89.08,51279.85,1259.08
2020,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,808.21,540.9,22585.02,14115.51,,111.73,63258.72,1243.53
2021,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,638.15,226.03,21792.67,12479.54,,112.04,64982.44,962.12
2022,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,834.9,170.37,22493.41,10855.61,,117.66,63110.89,1139.22
2023,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,551.71,50.34,25956.41,12750.68,2.01,128.87,67293.16,1287.89
2024,WALLb.ST,Wallenstam AB,Real Estate Operations,Real Estate,STX,439.0,47.29,28539.93,8678.16,0.0,130.57,70858.41,1248.87
