Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,96.28,19.97,73.75,,,,172.96,11.21
2005,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,382.4,126.64,235.6,,7.64,,774.0,29.72
2006,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,587.38,81.41,545.94,,3.23,,1425.44,106.08
2007,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,800.27,357.16,358.04,,4.35,,1487.25,-6.13
2008,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,704.88,76.48,418.16,,1.8,,1542.42,-30.23
2009,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,704.59,164.87,326.72,,8.2,,1413.6,73.3
2010,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,455.76,75.23,636.01,,9.06,,808.29,58.51
2011,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,419.69,75.06,379.79,,,,586.78,-64.02
2012,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,325.65,64.61,300.93,,,98.91,426.08,16.15
2013,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,172.93,42.73,125.41,,,20.64,195.4,10.15
2014,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,122.95,51.4,67.92,,0.16,19.95,147.92,-3.2
2015,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,617.0,258.0,437.0,14.0,4.0,121.0,1362.0,34.0
2016,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,840.0,418.0,482.0,28.0,33.0,144.0,1623.0,147.0
2017,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,1149.0,409.0,783.0,73.0,22.0,278.0,2484.0,133.0
2018,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,1237.0,396.0,1012.0,86.0,12.0,418.0,2940.0,206.0
2019,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,1802.0,154.0,1856.0,101.0,1.0,276.0,5423.0,71.0
2020,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,2014.0,610.0,1647.0,153.0,21.0,231.0,5867.0,316.0
2021,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,2013.0,626.0,1741.0,146.0,25.0,184.0,5587.0,358.0
2022,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,1927.0,472.0,1773.0,153.0,1.0,184.0,5191.0,235.0
2023,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,1873.0,369.0,1784.0,138.0,1.0,170.0,5143.0,376.0
2024,NRC.OL,NRC Group ASA,Construction & Engineering,Industrials,2141.0,357.0,2110.0,58.0,5.0,146.0,4603.0,31.0
