Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,131.65,54.15,119.66,39.56,,649.02,720.06,47.22
2005,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,272.35,159.3,209.47,51.91,,956.79,1256.06,78.47
2006,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,186.3,66.17,511.12,389.15,,1756.44,1980.91,91.4
2007,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,231.76,63.63,273.77,124.42,,1829.8,1904.13,98.88
2008,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,347.45,117.17,358.65,158.04,,2329.77,2319.58,96.51
2009,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,225.48,71.21,195.57,59.91,,1782.31,1599.74,-4.7
2010,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,202.99,78.01,108.58,,,1672.23,1374.07,-92.69
2011,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,5.7,3.28,0.6,,0.1,,5.71,0.51
2012,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,46.43,45.58,6.45,,0.0,,50.67,-1.61
2013,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,117.31,53.72,15.29,14.66,0.0,85.74,211.21,-31.22
2014,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,98.97,59.75,49.27,14.399999999999999,,97.47,262.96,46.59
2015,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,130.85,54.37,87.21,22.2,0.0,140.42,339.25,26.36
2016,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,135.24,30.59,71.41,31.5,,116.92,298.59,2.14
2017,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,263.04,98.95,128.17,31.75,,101.8,389.16,19.02
2018,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,252.53,63.28,213.15,89.05,0.5,208.88,494.34,248.97
2019,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,168.13,38.66,195.55,21.02,0.0,247.8,445.38,191.03
2020,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,241.98,105.4,140.13,17.86,0.0,90.1,363.01,268.69
2021,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,353.95,149.04,340.06,27.840000000000003,0.0,73.76,746.53,279.21
2022,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,504.06,191.59,363.4,43.84,7.85,85.01,952.09,466.31
2023,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,820.91,436.42,885.96,16.0,41.03,183.28,2687.88,952.73
2024,REACH.OL,Reach Subsea ASA,Oil & Gas Related Equipment and Services,Energy,1013.05,278.02,1413.01,37.16,52.96,298.6,3247.7,867.53
