Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1997,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,151.37,29.1,9.14,,,0.1,458.56,
1998,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,512.62,46.57,12.78,,,0.0,527.66,-262.17
1999,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,448.25,26.25,3.08,,,1.04,448.77,-12.72
2000,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,441.09,1.4,5.17,,,,441.67,-20.49
2001,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,403.05,1.91,4.33,,,0.98,403.81,5.06
2002,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,347.65,2.65,2.54,,,0.54,348.49,4.87
2003,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,409.7,7.73,2.22,,,0.48,409.93,8.32
2004,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,716.27,7.91,250.35,,,0.34,716.45,4.36
2005,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,795.93,9.13,329.78,,,0.13,796.06,15.94
2006,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,846.3,27.34,335.92,,0.0,0.84,846.72,32.38
2007,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,580.95,25.91,171.12,15.93,1.57,379.24,843.63,487.41
2008,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,580.18,217.29,289.47,20.71,4.82,673.48,1047.52,231.52
2009,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,427.67,24.88,226.04,16.04,0.38,547.02,794.72,-14.77
2010,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,344.45,21.29,317.72,47.76,0.19,680.96,834.17,11.83
2011,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,270.91,13.87,385.6,18.31,0.26,614.12,757.42,-41.55
2012,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,230.66,3.7,263.62,63.36,0.15,276.84,462.03,-10.03
2013,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,225.75,10.21,223.7,153.53,0.38,102.4,393.78,-8.89
2014,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,250.36,40.53,254.4,176.75,0.18,101.33,404.32,15.64
2015,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,280.87,12.29,321.72,190.69,0.16,137.0,472.47,-14.62
2016,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,212.17,20.59,190.85,31.3,1.3,125.02,401.11,140.04
2017,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,213.09,17.99,191.48,20.67,0.8,136.9,425.72,62.61
2018,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,237.8,8.81,233.79,55.24,28.42,282.56,458.51,-12.48
2019,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,256.76,66.76,242.31,29.56,24.09,482.46,580.03,76.38
2020,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,302.92,29.49,300.56,75.69,0.73,602.04,766.33,22.8
2021,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,293.73,7.68,329.85,65.32,1.43,555.26,723.2,87.84
2022,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,106.94,8.41,107.91,37.28,9.25,130.34,913.12,100.22
2023,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,508.8,3.57,83.61,7.57,2.07,145.52,800.35,9.02
2024,REKA.HE,Reka Industrial Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,HEX,398.61,2.51,89.18,11.18,0.28,161.2,698.15,9.9
