Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1995,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,32644.91,,76274.06,,12199.31,,118785.35,
1996,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,28536.88,,73364.39,,11172.57,,117610.68,
1997,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,29889.71,,79130.78,,12247.49,,125990.39,
1998,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,33250.51,3116.68,29789.53,10896.29,1658.95,,137841.17,13564.71
1999,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,33359.86,5183.32,29820.64,3605.4,2127.57,,129446.63,12123.33
2000,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,40843.83,6149.83,31415.03,2171.11,4718.95,,176157.45,17523.98
2001,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,34894.18,1967.46,26661.9,1832.05,3892.71,,163756.59,12293.71
2002,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,36139.12,1225.36,19896.69,2228.92,3910.25,,132457.0,9902.87
2003,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,37710.97,1691.39,30724.63,3017.65,2958.05,,150606.33,13186.33
2004,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,35591.68,2259.65,22440.76,841.09,2895.61,,135198.97,13709.9
2005,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,40355.29,2805.7,32428.43,3005.31,2844.02,,142366.5,5467.2
2006,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,41429.73,5008.87,27469.85,5092.77,1649.06,,142963.48,11876.04
2007,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,41930.72,7696.35,25313.04,3960.37,1067.2,,121394.13,6322.98
2008,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,38528.69,4036.64,26942.03,4162.85,1017.41,,118835.39,4786.49
2009,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,31169.84,7384.82,21724.84,6626.76,896.56,,96151.93,11404.71
2010,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,34999.33,8651.51,20007.74,2000.7,934.54,,101527.74,6497.63
2011,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,35664.64,8810.55,21555.99,1433.61,568.65,38238.63,100570.12,5429.57
2012,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,39444.22,14099.8,19362.46,1482.64,293.59,,104908.12,6995.42
2013,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,43633.27,17284.88,26156.61,4535.93,133.41,46143.04,112164.1,7925.73
2014,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,39906.71,13070.24,28264.62,5522.76,451.94,48981.76,116122.64,7420.66
2015,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,34214.49,7756.82,26064.07,6912.02,451.2,54019.35,118665.92,10876.71
2016,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,32933.56,8653.34,27140.45,9116.43,690.09,50948.49,111921.43,12631.91
2017,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,32843.36,5975.99,29171.12,8811.39,807.3,52277.65,115877.2,11214.93
2018,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,42087.8,11195.67,31179.45,9600.529999999999,911.51,51856.77,127303.72,10484.79
2019,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,35327.73,8620.36,28705.01,8777.81,472.35,55205.73,148130.46,16342.54
2020,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,43528.55,17400.94,30328.55,9271.42,817.14,52454.26,182610.37,12095.79
2021,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,45141.77,14827.0,31686.34,5526.34,610.7,50658.1,190478.45,14998.64
2022,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,55430.32,20098.34,38760.34,11490.76,670.99,50953.54,219351.85,15968.34
2023,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,58341.17,27559.94,33599.86,7874.27,503.33,50824.82,232134.31,8578.37
2024,STEa.ST,Stora Enso Oyj,Containers & Packaging,Materials,STX,55528.25,23522.14,49785.98,20933.41,152.97,58905.37,233009.21,11061.87
