Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2007,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,20.61,,9.34,,2.17,,21.01,-27.05
2008,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,10.69,,6.68,,,,11.43,-26.62
2009,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,10.02,,4.04,,,,10.19,-19.6
2010,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,19.88,0.14,5.64,,0.87,,20.64,-21.02
2011,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,10.37,0.26,7.37,,2.01,,11.7,-31.58
2012,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,37.25,32.85,9.83,,3.85,2.73,39.98,-39.45
2013,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,274.45,266.44,35.68,,,18.93,293.38,-46.13
2014,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,253.08,230.54,35.48,,4.46,36.39,306.79,-153.74
2015,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,171.71,140.91,45.7,,4.22,68.84,263.56,-209.93
2016,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,684.31,640.91,67.27,,3.83,79.07,899.41,-315.11
2017,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,944.4,805.27,60.08,,6.82,168.42,1225.46,-432.46
2018,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,380.88,281.52,70.25,,6.01,194.79,685.62,-426.71
2019,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,102.52,77.88,60.06,12.18,5.86,0.0,107.43,-255.62
2020,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,59.44,49.67,280.58,27.84,1.5,1.94,66.3,-111.86
2021,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,68.41,60.35,62.56,33.95,,17.9,91.36,-125.04
2022,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,57.13,48.62,84.37,43.5,,21.25,84.0,-157.7
2023,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,47.17,38.42,62.06,23.92,,18.9,71.89,-134.29
2024,ENSU.OL,Ensurge Micropower ASA,Semiconductors & Semiconductor Equipment,Information Technology,55.33,46.38,58.75,21.17,,18.73,129.56,-101.96
