Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1997,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,119.99,39.4,54.78,,9.0,,167.48,
2004,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,779.87,279.68,324.48,71.27,1.59,263.39,1435.63,-10.14
2005,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1073.95,477.14,478.09,74.76,1.95,281.24,1588.64,279.42
2006,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1117.14,571.62,302.02,59.05,3.01,278.67,1556.75,190.55
2007,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,920.43,379.01,329.55,55.09,3.16,207.19,1267.1,-66.96
2008,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,920.25,330.24,275.69,13.5,4.69,76.39,1223.95,-90.49
2009,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,757.13,223.79,246.71,11.99,4.53,47.79,1139.57,67.14
2010,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1137.38,505.54,320.29,5.03,24.6,73.49,1486.99,101.56
2011,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1021.62,465.41,285.51,3.66,18.72,107.1,1376.8,-13.32
2012,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1017.07,497.42,243.08,,2.95,34.09,1260.12,60.11
2013,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1055.29,459.25,206.25,,3.61,31.58,1320.83,-42.62
2014,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1259.19,633.52,360.99,,6.59,26.95,1533.37,383.6
2015,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1570.08,939.53,458.06,,10.25,39.85,1823.35,632.39
2016,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,1451.54,197.81,956.61,,38.3,56.97,2612.86,453.52
2017,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,2053.32,813.19,1076.81,,48.94,69.57,3246.47,952.62
2018,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,2543.89,808.57,1522.09,,69.13,103.43,4097.94,657.75
2019,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,2662.02,614.17,1208.65,61.89,67.51,419.14,4500.78,507.17
2020,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,3584.74,1360.59,1497.38,82.49,14.62,485.55,5554.1,1152.44
2021,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,2946.22,665.43,1504.29,60.41,23.38,200.7,5978.17,1000.2
2022,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,3948.61,1199.17,1940.89,72.48,47.06,249.44,6908.89,810.47
2023,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,5354.98,2154.48,2523.96,78.53,88.6,289.95,8396.42,1600.4
2024,MYCR.ST,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,STX,7072.27,3098.68,3295.05,173.74,271.42,383.48,10704.53,1905.85
