Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,78.93,8.49,44.3,,,,132.52,3.38
2005,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,57.35,1.84,27.19,,,,114.79,-0.66
2006,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,64.51,5.31,86.11,,,,167.35,2.05
2007,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,66.36,2.74,96.44,,,,174.8,-3.65
2008,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,80.21,6.75,85.12,,,,213.9,24.21
2009,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,60.95,2.14,55.53,18.63,,,175.23,1.57
2010,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,42.25,1.02,69.59,29.4,,17.36,134.04,6.59
2011,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,48.43,2.14,73.35,15.88,,17.52,134.42,29.44
2012,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,67.78,9.12,83.68,10.14,,6.91,198.88,17.06
2013,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,65.25,19.74,85.48,11.35,,11.66,211.67,29.92
2014,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,71.01,22.87,92.41,12.05,,14.93,226.32,27.29
2015,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,199.99,25.14,196.22,6.94,,19.51,616.81,3.57
2016,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,185.88,76.97,132.45,,,21.27,555.99,36.46
2017,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,161.48,15.28,145.94,,,21.86,605.49,-19.32
2018,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,172.65,52.98,195.3,,,23.33,672.47,76.83
2019,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,191.39,35.9,447.83,241.09,,6.44,757.53,40.64
2020,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,172.77,51.09,195.23,14.61,,4.54,782.37,67.58
2021,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,155.18,35.92,196.67,13.97,,2.44,758.93,101.16
2022,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,139.0,21.57,263.83,15.5,,0.67,779.36,39.23
2023,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,130.57,20.73,433.36,267.0,,0.28,639.66,-60.48
2024,SOLTEQ.HE,Solteq Oyj,Software & IT Services,Information Technology,HEX,111.83,38.61,164.7,25.4,4.04,0.51,612.34,18.1
