Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,177.08,56.89,140.32,40.46,7.86,,841.99,41.43
2006,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,213.3,107.7,120.88,0.0,24.66,,1068.78,54.92
2007,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,203.8,67.0,141.79,,9.69,,1111.73,-2.72
2008,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,247.54,102.83,663.05,69.45,71.04,1596.47,1845.31,321.91
2009,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,275.34,76.15,1255.46,788.94,19.24,,1222.69,169.08
2010,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,203.48,48.75,1098.57,757.7,8.74,,1064.49,250.56
2011,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,244.28,59.74,1022.17,590.25,42.63,701.46,961.63,370.16
2012,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,132.03,25.82,701.04,415.09,22.58,220.01,364.12,229.38
2013,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,192.76,70.22,234.22,63.5,25.99,304.62,515.47,64.31
2014,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,167.34,81.35,519.23,452.08,,329.31,496.66,48.22
2015,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,186.5,100.99,106.16,63.82,,349.56,536.06,3.13
2016,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,130.57,58.84,76.44,45.44,,295.89,426.46,22.49
2017,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,99.99,61.75,67.9,24.79,0.0,266.16,366.15,30.97
2018,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,89.32,31.57,87.75,21.58,,234.92,337.97,65.89
2019,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,60.47,15.51,227.42,170.83,,256.74,364.34,38.29
2020,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,59.4,5.18,68.16,13.8,,195.35,300.9,9.3
2021,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,111.44,38.56,74.63,5.2,1.63,182.77,325.96,36.83
2022,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,122.41,23.61,109.33,22.63,23.34,176.51,334.24,-3.32
2023,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,146.67,11.8,222.39,35.99,0.0,277.05,460.26,-4.51
2024,IOX.OL,Interoil Exploration and Production ASA,Oil & Gas,Energy,OBX,282.51,43.26,463.11,130.93,12.63,166.66,542.29,-87.22
