Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1994,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,,,,,,,,-109.45
1995,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,730.5,13.78,652.49,0.97,,348.49,1982.82,-14.38
1996,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,948.64,25.85,1076.83,50.07,,218.85000000000002,2281.96,-165.23
1997,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,1312.08,60.03,746.26,96.38,,1758.0600000000004,3290.09,-164.35
1998,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,2272.16,70.34,1766.18,132.39,,3067.65,6580.58,470.78
1999,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,2031.71,47.15,1775.08,,,,6795.22,-203.46
2000,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,3653.21,58.48,3535.87,95.17999999999999,,7160.280000000001,12990.23,-277.83
2001,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,5109.72,104.07,4412.4,131.29,,6607.090000000002,13914.43,-907.25
2002,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,4323.2,85.47,4069.87,121.56,0.0,5732.59,10681.07,-149.87
2003,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,4319.5,558.26,5408.58,142.21,30.47,3507.2899999999995,8469.35,-926.58
2004,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,3082.67,827.69,3849.65,,,,6799.28,478.3
2005,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,5570.51,2128.51,5683.67,0.0,0.0,3082.9799999999996,9325.72,1235.95
2006,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,OBX,8642.95,4418.15,5662.01,,40.64,3975.42,13603.59,-554.25
