Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1997,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,546.4,330.33,562.54,173.27,,,2452.97,385.86
2005,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,554.34,303.12,460.42,,,1268.07,1830.05,144.94
2006,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,640.15,382.94,547.77,,26.68,,2022.76,275.79
2007,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,652.82,330.45,516.54,17.33,42.5,1340.6,1999.56,304.57
2008,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,720.59,48.55,651.7,92.99,0.09,2523.89,3250.63,250.41
2009,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,785.43,66.76,663.54,90.53,0.0,2495.04,3289.91,462.27
2010,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1103.54,130.84,629.26,67.75,35.05,1770.95,2883.84,431.27
2011,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,926.86,218.17,608.88,66.54,0.0,1825.86,2767.42,238.44
2012,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,671.59,332.49,628.29,63.86,0.0,1888.54,2571.87,245.14
2013,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1185.68,801.29,753.76,125.91,,3224.34,4421.69,299.85
2014,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1326.91,913.83,822.54,212.41,0.0,3247.67,4818.63,256.55
2015,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1514.88,1062.72,899.52,225.6,12.48,3286.09,5066.89,435.6
2016,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1369.28,861.7,877.14,214.29,0.0,,4594.54,265.64
2017,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1192.25,669.47,950.06,271.73,,,4770.95,296.7
2018,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1071.02,622.2,966.99,,20.81,,4696.24,316.85
2019,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1063.77,617.99,960.44,262.74,20.67,,4664.44,374.11
2020,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,720.76,311.14,975.33,444.19,0.0,,4458.66,-453.59
2021,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1514.74,1147.32,1086.25,141.16,0.0,,6508.46,348.55
2022,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1465.7,933.1,1176.33,237.99,0.0,,6599.85,286.66
2023,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1546.89,954.08,1280.69,520.1,0.0,,7156.19,765.44
2024,VIK1V.HE,Viking Line Abp,Passenger Transportation Services,Industrials,1290.83,656.6,1282.6,420.08,0.0,,7147.25,569.36
