Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2015,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,419.65,116.78,436.73,136.44,0.22,329.86,1032.42,77.14
2016,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,331.01,21.96,345.59,67.55,4.63,311.48,906.35,72.14
2017,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,563.1,110.63,349.37,7.89,5.11,453.4,1335.43,69.0
2018,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,1218.17,229.62,884.52,15.81,54.75,1196.5,4011.56,169.22
2019,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,1373.75,554.03,1000.79,85.61,46.25,1459.36,4380.05,353.43
2020,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,1876.28,538.48,1213.14,141.43,69.14,1784.09,5689.62,356.01
2021,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,3401.9,1424.63,1681.93,167.19,80.09,2153.47,7866.02,684.9
2022,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,4272.34,498.0,3409.48,1178.43,171.94,4913.98,13636.89,412.84
2023,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,3984.11,711.37,2290.7,409.37,93.95,5428.1,14019.33,872.67
2024,BEWI.OL,Bewi ASA,Containers & Packaging,Materials,4773.85,433.02,1825.05,393.02,7.06,4935.06,13908.54,989.99
