Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,0.18,,0.07,,,,0.18,
2015,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,0.27,,0.07,,,0.0,0.27,-0.07
2016,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,10.74,,17.98,,,62.12,74.59,-3.95
2017,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,48.51,,16.21,,,57.22,106.71,-28.34
2018,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,6.68,,21.67,,,47.35,56.84,-27.4
2019,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,48.54,37.85,45.4,,,79.05,129.75,-30.71
2020,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,60.45,45.68,54.81,,,142.05,207.3,-36.12
2021,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,194.72,175.22,67.84,6.63,,160.64,358.31,-53.04
2022,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,95.87,61.5,124.95,23.36,,295.26,402.74,-66.19
2023,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,78.61,54.36,109.09,23.42,,,307.71,-8.74
2024,GREENM.CO,GreenMobility A/S,Passenger Transportation Services,Industrials,COX,41.28,15.03,154.24,18.2,,,263.5,26.39
