Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,2070.18,658.21,1581.83,77.86,52.2,167.21,3980.23,370.67
2006,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,2344.94,819.22,1761.21,70.14,43.42,192.07,4412.62,421.99
2007,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,2540.31,429.9,2124.62,261.14,31.09,223.83,4757.3,132.14
2008,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,2883.76,342.37,2469.85,56.22,97.09,192.48,5384.27,272.43
2009,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,3611.83,673.1,2942.79,193.48,98.36,215.43,6463.57,625.34
2010,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,4239.6,957.17,3261.23,83.16,,201.38,6942.34,0.82
2011,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,5012.05,165.3,3417.35,172.26,168.78,205.32,7796.91,722.76
2012,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,6802.75,1613.22,4206.28,192.4,154.09,346.48,12969.58,1279.15
2013,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,8070.71,2284.68,5052.65,377.36,213.6,433.44,14513.56,2037.26
2014,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,9076.88,2055.82,5899.38,228.72,200.37,570.91,16369.67,1557.98
2015,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,10428.2,2951.97,7747.46,1943.88,107.59,796.54,19153.02,1189.16
2016,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,9793.84,2275.52,9072.04,3774.18,93.1,803.89,19462.54,699.58
2017,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,10440.28,3279.73,7709.27,0.0,107.61,770.73,20310.5,735.43
2018,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,11982.79,4084.04,10691.98,1786.42,98.02,819.92,21766.89,2288.43
2019,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,11725.13,3702.91,10815.99,1818.28,150.92,870.04,21877.45,2093.71
2020,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,16340.14,6725.64,11861.98,2101.56,258.23,1016.14,29823.95,2405.01
2021,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,13008.41,4331.55,11725.93,4205.860000000001,134.53,880.84,24396.54,2733.37
2022,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,12287.0,2935.33,11031.59,973.04,108.75,910.08,25091.99,1833.36
2023,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,14907.76,3399.49,13176.9,29.04,209.49,1016.32,30705.32,2039.81
2024,EKTAb.ST,Elekta AB (publ),Healthcare Equipment & Supplies,Health Care,14066.57,2800.62,14104.87,2261.46,201.56,1070.26,31657.34,2688.31
