Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,263.05,25.57,136.28,21.56,4.02,123.49,518.25,37.07
2005,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,261.71,20.04,140.79,20.97,5.86,,481.39,36.97
2006,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,326.33,32.87,157.25,19.94,10.2,,565.71,61.69
2007,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,322.1,37.34,181.57,17.75,17.91,,556.74,43.51
2008,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,399.62,64.74,237.78,33.79,28.1,,702.93,79.8
2009,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,334.73,56.8,203.09,25.65,8.74,,610.56,27.49
2010,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,349.14,63.69,228.71,17.44,3.3,,645.62,25.03
2011,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,341.27,40.44,227.43,102.22,3.9,98.22,607.31,20.38
2012,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,235.41,19.95,121.47,26.37,1.97,91.08,473.56,21.66
2013,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,293.39,41.94,197.16,71.91,4.34,103.86,622.4,34.66
2014,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,285.06,26.74,195.73,47.06,5.27,110.9,634.91,47.49
2015,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,293.04,33.49,206.17,53.48,7.54,129.25,676.92,48.38
2016,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,321.39,25.6,303.18,115.79,12.99,157.99,795.83,36.53
2017,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,329.41,18.11,329.91,128.98,5.6,171.91,852.55,56.65
2018,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,297.93,22.25,292.17,96.9,3.32,169.21,809.09,84.66
2019,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,327.15,23.35,309.99,102.21,8.25,149.09,877.0,63.56
2020,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,271.18,17.86,237.35,24.75,5.12,133.55,833.48,121.69
2021,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,292.09,33.52,238.99,45.01,4.87,120.32,817.91,36.68
2022,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,357.12,48.57,284.54,78.31,3.01,112.95,868.6,30.02
2023,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,357.3,50.64,306.56,117.19,4.23,127.96,905.89,29.96
2024,LAMMb.ST,Lammhults Design Group AB,Professional & Commercial Services,Industrials,STX,315.21,50.07,320.15,136.02,3.7,126.25,815.28,43.63
