Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1997,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,474.5,157.79,282.23,131.88,0.04,3967.42,1564.89,192.44
1998,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,1033.09,177.55,274.44,42.31,1.02,1018.84,1894.01,-262.94
1999,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,799.08,73.39,187.92,0.95,3.27,383.42,1354.12,99.39
2000,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,531.97,93.11,120.97,0.0,2.74,367.88,809.52,-38.67
2001,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,532.1,107.11,51.27,,2.76,-120.98,640.21,-308.77
2002,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,286.82,135.0,67.48,21.93,2.02,-140.92,373.1,-239.28
2003,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,231.79,41.99,47.18,1.61,3.02,288.6,320.21,-253.57
2004,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,210.43,196.18,82.37,7.73,2.94,2091.16,536.07,-132.09
2005,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,159.7,151.51,30.84,4.89,0.04,2776.3,482.21,-166.28
2006,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,101.86,89.13,134.02,96.5,0.08,2801.0,421.03,-87.13
2007,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,132.37,116.57,41.5,4.63,0.01,2497.18,411.71,-161.83
2008,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,131.96,123.37,51.23,5.92,0.41,2624.14,420.56,-136.39
2009,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,145.24,126.25,50.08,6.09,0.2,2320.1,403.34,-184.99
2010,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,125.44,113.79,69.12,6.76,0.03,2789.96,436.51,-164.87
2011,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,412.9,403.63,105.63,6.95,0.59,986.28,744.94,-40.57
2012,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,269.85,185.47,109.86,6.88,0.03,653.14,596.43,-206.6
2013,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,364.52,354.55,130.39,6.5,0.03,718.22,723.62,-92.28
2014,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,326.74,314.82,90.65,6.61,0.03,731.6,692.54,-245.34
2015,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,125.21,108.44,55.01,6.79,0.04,690.32,470.37,-208.32
2016,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,80.42,73.66,22.15,8.84,0.03,622.24,391.54,-71.84
2017,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,302.29,25.17,225.98,210.25,0.03,3.42,304.01,-44.98
2018,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,293.89,24.94,209.24,199.32,0.03,2.48,295.13,-38.06
2019,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,59.79,55.96,10.47,1.17,0.03,5.98,62.78,-33.33
2020,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,31.62,27.37,9.77,1.37,0.0,3.9,33.58,-32.97
2021,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,54.42,51.77,9.65,0.74,,1.84,55.34,-46.27
2022,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,41.53,39.34,11.35,1.51,,11.8,48.01,-52.12
2023,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,38.97,36.46,10.45,1.56,,4.75,44.34,-45.52
2024,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,STX,40.31,28.16,9.16,1.7,,3.45,44.4,-41.1
