Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2015,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,506.54,56.51,480.37,49.19,14.65,17.79,758.76,70.75
2016,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,826.93,34.14,756.76,95.78,5.69,19.91,1081.08,-3.93
2017,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,1175.76,252.16,968.63,51.03,0.0,20.01,1454.94,181.08
2018,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,1286.18,379.61,1016.85,30.25,0.0,23.42,1560.4,224.75
2019,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,1698.11,279.42,1388.68,9.38,0.0,24.38,2010.35,-58.63
2020,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,2908.1,898.01,1499.47,60.56,2.09,28.19,3310.12,-242.57
2021,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,3364.18,873.93,1554.95,848.6,3.9,32.15,3995.52,-319.7
2022,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,3552.33,502.64,1936.18,627.83,4.71,32.94,4204.63,-846.58
2023,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,3339.44,195.31,2627.66,66.45,2.01,45.3,4070.35,-713.61
2024,WBGRb.ST,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,STX,2405.74,183.0,1662.43,448.25,0.0,96.64,3283.74,89.5
