Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,36.26,10.32,4.57,,,,46.67,-16.24
2005,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,29.21,4.42,6.88,,,,35.75,-10.02
2006,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,22.58,4.1,5.37,,,,27.59,-3.65
2007,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,19.68,3.7,6.81,,,,23.63,1.91
2008,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,16.36,2.67,5.87,,,,36.19,-5.99
2009,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,27.83,3.88,7.04,,,,47.9,-4.03
2010,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,51.45,34.97,9.02,,,,79.56,2.52
2011,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,55.79,41.3,5.81,,,,86.68,12.52
2012,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,44.09,30.3,4.37,,,1.71,71.05,1.12
2013,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,59.0,45.05,9.52,,,1.79,89.34,13.0
2014,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,60.48,43.04,8.05,,,1.53,92.78,6.15
2015,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,74.1,50.24,13.81,,,1.36,111.35,19.5
2016,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,65.15,42.96,11.1,,,1.8,101.94,24.94
2017,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,52.63,30.12,8.91,,,1.7,94.76,16.37
2018,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,62.94,32.01,10.73,,,2.05,107.54,23.22
2019,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,67.32,30.85,13.13,,,4.31,119.65,35.18
2020,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,67.77,27.46,16.39,,,7.0,133.34,22.62
2021,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,64.89,26.79,14.91,,,6.24,128.12,33.47
2022,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,64.29,13.37,16.1,,,5.46,122.84,24.13
2023,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,70.47,12.38,17.62,,,8.76,132.49,45.29
2024,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,75.15,23.75,21.69,,,8.33,127.9,60.61
