Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2001,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,57.95,42.51,19.81,,0.28,,98.76,-46.64
2002,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,42.57,31.32,8.65,,0.04,,58.81,-33.99
2003,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,16.96,4.7,8.0,,0.0,,28.3,-27.41
2004,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,34.78,17.5,14.57,,,,41.21,-22.56
2005,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,36.34,14.93,15.66,,,,39.27,-14.57
2006,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,35.22,15.25,21.48,,,,37.63,1.36
2007,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,29.84,13.75,20.22,,,,37.1,5.78
2008,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,59.26,17.46,44.9,,,,85.79,1.09
2009,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,50.52,17.77,31.19,,,,91.71,16.94
2010,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,74.03,31.07,42.58,,,,141.0,9.62
2011,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,91.95,49.3,45.69,,,1.75,155.08,27.65
2012,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,97.27,39.58,45.92,,,2.31,152.85,9.88
2013,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,118.51,54.55,52.83,,,3.01,177.72,24.61
2014,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,142.92,49.75,48.84,,,3.07,193.86,36.54
2015,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,185.53,111.66,38.63,,,2.78,230.69,84.13
2016,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,205.24,125.61,46.49,,,3.1,243.19,74.16
2017,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,239.59,154.65,51.16,,,4.82,300.79,85.12
2018,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,287.46,164.98,70.15,,,6.65,363.78,69.36
2019,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,248.72,95.93,118.02,86.74000000000001,2.54,,601.71,117.25
2020,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,311.24,106.78,108.75,85.59,0.2,,697.55,72.79
2021,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,355.34,126.93,131.04,68.61,2.15,,803.99,160.07
2022,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,354.99,101.71,125.27,68.64,0.05,,839.37,130.44
2023,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,368.06,122.47,119.96,60.150000000000006,0.66,,934.99,195.51
2024,CEVI.ST,CellaVision AB,Healthcare Equipment & Supplies,Health Care,STX,414.13,153.63,112.18,16.32,0.0,,1041.52,201.81
