Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,4.72,0.4,23.38,57.95,0.16,0.04,96.53,9.55
2015,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,41.59,41.27,0.91,12.53,0.0,,57.97,-16.28
2016,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,34.17,18.98,21.87,156.17,0.01,,364.46,16.22
2017,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,32.6,18.25,28.72,186.01,1.15,,470.66,24.65
2018,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,36.85,20.18,28.08,219.53,2.07,,522.98,14.29
2019,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,74.58,53.58,34.68,317.12,0.91,,762.61,9.83
2020,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,67.67,49.27,51.21,466.7,5.13,,1059.31,34.78
2021,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,95.35,72.74,102.45,756.53,0.95,,1784.13,80.08
2022,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,150.76,26.65,226.06,772.85,,,1972.61,-14.98
2023,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,64.4,43.35,236.34,913.56,0.91,,2177.95,70.89
2024,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,109.3,83.43,341.17,823.37,2.28,,2249.98,62.1
