Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,5.39,2.2,51.66,0.52,8.33,,1035.91,35.65
2013,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,89.61,85.32,18.78,0.59,1.23,0.0,1177.0,37.45
2014,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,127.48,124.12,23.89,1.63,0.98,0.03,1284.57,29.83
2015,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,178.46,176.59,37.77,12.3,0.0,0.05,1407.48,39.97
2016,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,82.48,79.44,37.68,24.77,1.68,0.02,1251.9,22.41
2017,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,121.02,117.38,41.99,27.04,3.42,0.0,1269.51,35.55
2018,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,112.32,106.95,39.32,27.67,1.11,0.2,1292.06,26.3
2019,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,60.12,52.27,43.52,27.77,0.0,0.42,1403.77,35.09
2020,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,59.3,52.55,56.53,28.34,0.0,2.71,1619.98,35.48
2021,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,190.39,79.58,54.74,27.21,1.08,4.0,1706.82,36.35
2022,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,101.67,94.03,45.26,23.19,0.0,3.55,1978.19,25.76
2023,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,69.49,62.85,387.13,366.14,1.17,2.35,2314.44,35.62
2024,FED.CO,Fast Ejendom Danmark A/S,Real Estate Operations,Real Estate,COX,36.96,26.67,47.91,28.939999999999998,0.0,1.09,2566.29,19.38
