Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,537.78,,67.75,,,,633.47,-7.34
2005,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,599.03,,87.01,,,,721.5,66.32
2006,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,561.01,,94.65,,,,730.28,16.09
2007,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,558.4,,109.66,,,,755.17,96.55
2008,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,884.63,,298.87,,,,1153.85,215.18
2009,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,540.46,138.74,169.14,,,,982.37,17.19
2010,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,467.48,53.95,150.45,,,,854.15,-81.57
2011,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,468.29,51.9,258.43,,2.92,47.13,773.05,-134.45
2012,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,394.24,82.98,335.12,,3.5,34.28,600.07,-9.57
2013,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,413.86,54.8,210.78,9.17,1.49,33.76,597.32,-32.64
2014,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,471.23,22.92,483.43,196.88,3.13,34.47,677.73,-14.38
2015,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,488.64,61.44,524.16,,,34.56,716.16,61.38
2016,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,339.59,31.81,147.91,3.63,7.44,22.67,542.65,-11.09
2017,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,278.26,22.57,135.04,11.73,8.38,20.29,313.54,46.8
2018,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,253.38,41.2,165.66,44.24,25.94,15.13,282.9,16.68
2019,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,295.96,33.27,112.68,4.58,7.37,1.66,362.53,10.42
2020,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,453.92,84.18,125.3,10.25,4.96,3.11,530.62,113.77
2021,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,663.03,175.85,90.48,0.0,0.4,3.37,795.04,100.29
2022,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,811.73,128.66,191.19,25.73,0.07,4.67,1088.38,60.87
2023,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,1028.39,232.95,189.34,63.45,0.08,4.35,1434.39,70.97
2024,TEM1V.HE,Tecnotree Oyj,Software & IT Services,Information Technology,HEX,1099.2,198.21,223.8,46.0,0.08,1.26,1634.03,129.91
