Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,25.12,9.48,10.61,6.34,0.0,,43.6,-11.23
2006,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,99.85,65.72,24.66,2.21,0.02,,216.44,-21.71
2007,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,379.68,165.62,131.27,,,,535.15,-48.49
2008,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,511.35,111.12,206.34,13.96,2.25,,1077.51,-223.5
2009,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,246.02,88.53,136.43,6.14,0.26,,344.41,-125.02
2010,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,131.18,29.6,102.83,6.33,0.88,,214.77,-64.1
2011,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,40.22,9.52,33.29,6.35,0.38,,56.38,-41.68
2012,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,19.44,10.69,0.68,,,,19.44,-16.51
2013,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,5.72,0.79,13.87,,,,334.13,-14.55
2014,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,75.45,58.08,69.1,,,,1308.03,5.43
2015,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,56.69,35.6,557.77,,7.49,,2124.94,15.08
2016,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,207.57,178.67,258.16,,3.82,,2617.3,19.29
2017,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,235.36,196.87,713.86,,4.86,,3300.67,30.18
2018,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,184.36,106.52,1316.58,,4.23,3.22,3869.37,62.2
2019,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,206.1,114.2,1071.06,934.97,0.43,15.08,6447.54,6.93
2020,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,1836.81,704.08,2356.99,1879.14,32.47,18.03,12692.43,181.99
2021,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,933.36,335.15,4386.2,593.34,32.15,,17784.48,-71.16
2022,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,336.97,217.43,1127.64,782.19,30.12,12.24,15111.07,514.98
2023,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,281.89,200.35,553.72,2388.05,23.16,14.09,14595.07,209.01
2024,NEOBO.ST,Neobo Fastigheter AB (publ),Real Estate Operations,Real Estate,STX,211.79,150.1,1166.89,1753.93,0.0,13.37,14370.72,91.53
