Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,1803.2,557.8,1829.7,365.1,,112.8,2131.6,132.1
2005,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,1464.7,404.2,1611.7,355.0,,51.1,1727.2,-268.5
2006,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,4351.7,645.9,4626.7,1401.8,,70.1,6445.4,-211.8
2007,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,4325.2,383.9,4511.0,974.1,1.8,104.6,6724.6,490.8
2008,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,5053.3,,5267.3,1239.1,350.8,148.3,8282.1,501.3
2009,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,4140.2,194.5,4236.2,393.1,347.2,115.1,7185.8,726.5
2010,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,5850.6,404.0,6027.7,721.3,37.2,157.9,9630.0,586.5
2011,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,6304.4,485.4,6077.5,218.2,58.4,195.9,10223.5,1046.4
2012,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,5735.5,180.4,5678.6,66.5,33.2,330.5,9810.1,812.4
2013,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,6651.4,745.8,6405.4,146.2,32.7,520.1,11187.4,873.8
2014,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,7498.4,582.8,7703.5,291.2,88.8,613.0,12623.7,958.8
2015,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,8252.0,630.0,8790.0,197.0,122.0,742.0,13731.0,1287.0
2016,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,8251.0,880.0,8908.0,152.0,118.0,682.0,13456.0,1404.0
2017,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,9663.0,1125.0,11133.0,903.0,121.0,628.0,14915.0,1238.0
2018,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,9581.0,764.0,10741.0,224.0,231.0,617.0,14778.0,946.0
2019,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,8849.0,1769.0,10348.0,575.0,213.0,498.0,14957.0,1897.0
2020,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,9957.0,1605.0,11430.0,7.0,133.0,538.0,16584.0,1388.0
2021,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,9727.0,1353.0,10674.0,8.0,136.0,493.0,16048.0,1096.0
2022,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,11138.0,922.0,12813.0,586.0,265.0,541.0,17858.0,1030.0
2023,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,11509.0,1587.0,12437.0,5.0,200.0,514.0,18636.0,1878.0
2024,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,OBX,13648.0,2004.0,14581.0,4.0,144.0,498.0,21109.0,2028.0
