Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,64.85,47.04,99.38,8.4,,1221.74,1324.77,32.21
2005,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,58.85,42.37,159.39,57.32,,1691.61,1766.25,50.27
2006,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,249.94,212.42,214.88,87.68,,2971.67,3230.53,117.65
2007,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,471.38,334.72,300.49,87.46,,4184.56,4777.46,132.01
2008,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,293.27,187.54,251.03,96.66,,5352.96,5809.85,146.86
2009,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,293.71,165.06,245.97,110.04,,5163.75,5596.62,202.87
2010,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,504.11,341.86,536.21,307.15,,6503.95,7296.99,271.18
2011,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,357.5,297.62,500.67,223.0,,7744.29,8308.31,287.01
2012,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,383.5,324.44,482.8,161.79,,7949.1,8635.64,334.74
2013,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,200.74,120.63,454.26,153.62,,10170.97,11010.7,371.84
2014,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,180.2,64.22,489.79,134.19,,12832.419999999998,13784.21,574.11
2015,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,379.9,262.69,983.77,565.14,,16819.32,18673.84,729.51
2016,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,747.27,268.37,2076.82,1517.31,,19561.91,21909.95,959.37
2017,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,814.53,60.04,2332.51,1680.08,,23782.359999999997,27257.6,1131.03
2018,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,1329.12,71.24,2556.75,1773.14,,28079.39,32876.71,1488.98
2019,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,863.59,80.64,2103.18,1298.66,,30325.89,37650.92,1711.34
2020,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,1245.73,25.06,3195.25,1932.82,,38938.25,48682.73,2617.04
2021,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,5311.77,81.84,4168.94,2908.23,,44903.53,60865.14,2384.25
2022,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,6438.25,71.54,3849.77,2328.69,,49575.5,67857.69,3066.12
2023,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,2217.9,28.19,6692.97,4940.19,,57464.11,73906.59,3548.16
2024,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,2026.38,295.06,7172.0,5276.1900000000005,,67740.18999999999,86405.27,3407.96
