Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,104.84,29.14,44.21,0.0,3.98,,123.32,13.74
2005,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,102.49,62.33,42.63,0.0,,,120.33,12.73
2006,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,122.07,36.61,61.37,0.0,2.78,,148.72,12.01
2007,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,107.76,42.16,58.76,0.37,3.33,,142.3,9.5
2008,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,127.9,49.81,76.24,0.08,3.66,,168.86,14.31
2009,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,,,,,,,,-5.93
2010,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,95.44,30.45,57.96,3.3,,,134.57,3.58
2011,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,95.92,31.78,57.69,1.44,5.5,,132.14,9.74
2012,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,79.44,34.33,47.6,0.0,,0.43,110.94,12.55
2013,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,93.99,40.06,58.27,,6.2,0.87,127.34,12.94
2014,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,104.92,49.8,63.16,,4.2,1.34,138.55,19.51
2015,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,118.57,53.19,69.5,,5.59,1.15,153.54,12.37
2016,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,120.35,56.98,68.27,,5.76,1.64,151.52,18.4
2017,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,119.32,41.8,80.56,,7.69,2.02,186.28,20.34
2018,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,142.68,57.46,95.41,,7.41,1.86,210.09,31.53
2019,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,145.47,64.22,92.91,,8.0,2.34,224.4,29.4
2020,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,196.21,103.89,115.63,,7.23,1.86,290.92,50.73
2021,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,215.13,108.48,127.23,,7.41,1.81,310.65,44.55
2022,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,225.13,88.83,166.4,,10.66,3.2,390.2,46.81
2023,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,315.3,102.77,276.81,0.0,7.5,3.27,497.08,41.6
2024,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,STX,438.52,152.26,378.05,1.45,11.13,4.54,674.26,85.48
