Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2015,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,61.22,28.26,87.81,15.7,5.97,3.45,216.01,28.78
2016,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,63.35,28.17,87.15,13.28,10.62,3.22,205.97,33.48
2017,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,70.15,24.22,115.77,21.11,11.51,3.9,257.67,38.54
2018,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,74.68,20.64,125.78,25.37,9.47,3.79,262.88,36.29
2019,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,83.42,29.39,136.41,26.48,7.05,18.14,294.02,69.02
2020,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,128.32,67.52,175.01,29.8,14.48,25.35,380.46,121.89
2021,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,128.61,53.75,228.82,48.93,16.9,27.88,647.98,124.92
2022,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,114.16,33.33,233.67,47.09,3.34,36.15,624.94,112.72
2023,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,155.1,30.22,274.6,50.34,2.2,7.98,701.65,141.82
2024,LIMET.ST,Lime Technologies AB (publ),Software & IT Services,Information Technology,STX,173.18,50.43,331.54,61.69,9.47,8.82,946.55,199.81
