Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,393.58,9.73,221.42,19.87,0.0,,830.46,6.01
2006,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,676.08,12.69,304.12,26.12,0.19,,1595.35,0.0
2007,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,1323.28,24.32,707.6,76.18,9.4,639.09,2975.08,-37.25
2008,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,1400.69,62.67,1714.37,807.83,,,3138.78,108.33
2009,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,1821.47,124.58,935.05,85.3,,,3568.57,67.19
2010,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,2074.79,139.39,702.41,79.0,1.14,,4057.63,594.73
2011,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,1914.35,152.62,1206.69,79.98,,1126.7,4178.64,215.41
2012,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,1791.68,239.89,987.9,109.54,0.0,1141.32,4070.28,202.73
2013,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,2566.18,182.26,1302.59,111.06,1.47,1204.63,4907.46,317.28
2014,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,2714.09,181.5,1328.4,487.66,56.98,1424.95,5351.6,156.54
2015,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,3139.67,392.02,1342.07,101.92,24.55,1534.77,5935.78,369.67
2016,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,4065.23,503.61,1628.75,98.49,172.06,1510.38,6768.04,953.11
2017,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,4070.49,271.71,1665.23,98.87,157.24,1871.8,7152.62,708.88
2018,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,4553.56,137.92,1767.73,107.11,130.29,2292.91,8142.49,805.91
2019,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,4632.18,214.5,1700.96,98.21,211.57,2957.94,8934.68,1455.99
2020,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,3295.97,275.43,968.51,104.44,14.79,3033.15,10649.53,412.16
2021,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,4842.77,928.34,1111.23,54.48,88.64,3402.63,10714.25,601.48
2022,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,6395.72,642.72,1849.34,141.97,353.19,4035.59,12875.37,1584.23
2023,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,6045.66,216.32,1540.26,208.34,6.16,5095.4,13663.25,-302.02
2024,GSFG.OL,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,OBX,6050.88,202.98,3345.59,1581.08,5.36,5399.24,12954.74,450.62
