Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2010,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,54.19,53.89,0.61,,,,54.19,
2011,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,135.76,135.5,0.18,,,0.0,135.76,
2012,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,128.35,128.04,0.18,,,,128.35,
2013,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,122.03,121.83,0.4,,,0.0,122.03,
2014,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,535.35,529.91,42.37,,,71.07,2376.34,
2015,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,194.2,188.82,49.98,,,75.64,2363.76,
2016,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,79.55,73.44,70.72,,,67.56,2408.91,
2017,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,391.84,287.39,171.94,,,1170.3,3953.55,
2018,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,1719.08,1447.09,395.76,,,4154.53,8746.35,
2019,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,1309.56,664.38,1021.63,505.44,,8119.86,12368.42,
2020,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,2479.0,682.73,1993.47,1531.8,,7481.2,12912.83,
2021,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,4652.02,2312.71,2739.02,1657.43,483.02,7354.25,14840.28,
2022,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,6223.92,3560.05,4315.52,3383.46,210.09,7654.0,16349.04,
2023,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,5411.0,2716.46,1895.55,645.77,491.43,7286.08,14880.45,
2024,LUNG.ST,Lundin Gold Inc,Metals & Mining,Materials,7665.7,3968.9,2449.48,0.0,1100.69,7907.15,17360.89,
