Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2015,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,92.93,51.47,72.11,9.6,0.0,37.26,383.6,23.37
2016,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,83.6,39.34,77.16,9.08,3.51,22.74,384.23,63.38
2017,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,101.97,48.03,92.83,4.92,5.66,24.82,452.19,91.98
2018,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,112.93,58.59,85.51,0.0,8.95,22.27,507.42,117.21
2019,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,141.13,76.62,124.37,275.54,4.83,25.43,702.05,180.53
2020,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,169.38,95.38,163.5,314.29,12.5,25.97,889.67,251.31
2021,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,199.77,101.33,225.97,402.49,18.12,27.87,1178.53,259.96
2022,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,319.38,167.43,398.74,525.49,6.3,28.85,1638.9,277.05
2023,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,327.08,114.7,430.52,792.1,10.99,52.4,1964.95,326.57
2024,TNOM.HE,Talenom Oyj,Professional & Commercial Services,Industrials,HEX,310.09,102.01,315.22,1013.81,1.35,55.74,2094.26,339.58
