Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,40.96,36.1,16.01,,,29.95,72.32,-23.81
2013,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,31.88,23.3,13.92,,,28.33,60.2,-35.09
2014,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,116.81,101.46,27.32,,,24.16,140.97,-36.74
2015,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,56.68,42.92,24.37,,,22.52,79.44,-61.71
2016,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,73.48,58.04,18.0,,,16.78,91.18,-66.74
2017,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,250.77,218.26,46.36,,,24.42,277.39,-48.82
2018,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,169.28,95.88,42.24,,,39.9,211.88,-93.63
2019,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,570.71,413.46,43.54,,,20.52,640.62,343.52
2020,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,513.53,435.27,43.38,,,28.15,589.65,-3.95
2021,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,432.62,323.95,76.05,,,35.03,507.92,-66.48
2022,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,366.39,185.29,81.32,,,32.77,446.11,-114.5
2023,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,339.42,71.29,98.21,,,33.6,427.99,-95.24
2024,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,562.87,225.07,237.66,51.4,,26.15,681.05,-18.89
