Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,57.93,7.95,39.51,14.94,0.01,,99.08,0.22
2005,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,81.83,6.2,65.86,19.33,0.28,,124.94,5.84
2006,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,351.82,141.46,186.42,29.73,2.8,,524.01,10.76
2007,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,423.87,98.04,236.73,20.29,2.62,,684.78,19.31
2008,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,380.47,47.88,237.52,76.65,3.03,,676.21,-12.95
2009,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,327.28,58.16,198.49,49.36,0.78,,611.34,34.46
2010,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,398.23,43.16,330.76,77.27,,41.61,695.21,-0.79
2011,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,432.19,37.23,285.68,72.71,1.24,,721.66,-35.89
2012,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,394.07,36.8,277.54,75.93,0.86,45.76,672.58,41.64
2013,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,414.18,58.33,327.19,77.84,0.82,55.0,721.98,92.97
2014,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,549.83,53.94,383.23,13.78,2.34,74.01,903.82,82.49
2015,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,616.1,109.52,433.28,57.82,4.22,103.5,1083.13,100.48
2016,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,643.52,165.54,471.92,29.97,21.67,150.57,1375.95,218.25
2017,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,814.39,116.97,644.43,122.17,11.82,246.15,1662.8,98.9
2018,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,1244.12,133.12,1091.31,401.16,25.6,332.38,2702.93,167.98
2019,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,1150.14,161.0,879.58,127.25,27.51,781.11,3033.63,232.44
2020,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,1274.91,224.88,883.21,0.84,,749.12,3226.69,346.59
2021,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,1515.4,303.44,1229.54,300.0,6.79,642.57,3445.55,60.75
2022,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,1596.9,277.99,1275.41,80.63,11.25,635.25,3580.45,221.35
2023,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,1469.59,219.39,1172.7,37.5,2.88,671.83,3683.93,258.22
2024,AKVA.OL,Akva Group ASA,Food & Tobacco,Consumer Staples,OBX,1414.9,161.19,1117.08,108.13,21.23,640.45,4053.93,152.12
