Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1170.76,418.81,751.94,68.83,58.19,,3785.29,
2005,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1609.77,1056.9,821.62,403.94,63.26,,18287.95,1681.69
2006,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,753.58,205.9,662.68,348.41,28.52,,19177.82,1489.63
2007,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1390.45,570.55,4843.19,4177.65,78.65,,16080.48,1100.05
2008,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,2807.17,1169.01,3215.35,1475.18,67.43,,23040.01,2172.09
2009,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1643.37,705.78,1521.41,819.77,32.81,,18696.52,730.2
2010,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1760.4,698.45,1951.07,1230.15,10.13,,19131.06,-3.47
2011,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,2080.13,511.29,12227.4,10726.2,7.27,13973.29,16610.21,-418.95
2012,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1394.09,157.59,746.38,4.45,1.81,10879.0,13102.74,-578.66
2013,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1791.34,176.58,1586.04,1048.86,9.59,10297.08,12178.76,399.37
2014,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,665.34,284.35,232.19,121.05,0.0,4011.49,4676.83,108.81
2015,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,2551.32,1487.37,1024.47,431.38,15.58,13852.72,16507.8,1725.1
2016,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1565.7,656.16,1311.07,655.55,6.68,12002.41,13570.92,1436.95
2017,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,2145.73,1101.44,1281.33,760.79,11.43,11365.01,13513.44,907.95
2018,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,2326.42,1100.23,1443.66,796.49,8.73,12483.11,14810.19,575.85
2019,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,1895.37,636.28,1711.27,888.37,12.96,15644.7,17590.87,1505.27
2020,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,2090.08,1162.85,1687.34,873.23,12.16,14997.89,17144.16,2219.09
2021,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,3199.64,1512.4,2705.36,1864.38,8.18,17269.39,20528.41,412.1
2022,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,7246.59,3172.14,2021.88,1173.62,19.13,18273.31,25609.78,4822.1
2023,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,7006.29,2996.22,2690.83,1772.63,6.59,21994.97,29089.23,8494.37
2024,TRMDa.CO,Torm PLC,Oil & Gas Related Equipment and Services,Energy,COX,6993.32,3309.69,3243.77,1908.3,7.96,32309.28,39434.43,8882.96
