Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2015,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,13.91,12.4,2.81,,,0.5,15.65,-12.39
2016,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,29.64,27.31,5.11,,,0.46,49.18,-1.71
2017,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,117.42,115.59,5.76,,,2.46,161.52,-10.69
2018,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,221.38,215.92,10.51,,,16.15,307.69,-16.62
2019,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,202.65,196.79,21.1,,,40.35,375.7,-31.86
2020,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,345.65,339.99,20.69,,,44.56,632.06,-48.91
2021,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,274.81,264.89,29.2,,,43.45,606.88,-51.72
2022,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,124.46,113.11,27.16,,,60.81,551.04,-104.69
2023,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,219.29,167.43,40.17,,,108.38,770.44,-202.31
2024,XSPRAY.ST,Xspray Pharma publ AB,Biotechnology & Medical Research,Health Care,STX,241.67,214.09,150.25,98.7,,81.41,818.72,-226.15
