Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,27.64,6.66,20.31,7.78,1.61,1.4,98.03,1.43
2013,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,31.12,3.89,24.18,6.28,3.03,2.06,120.22,12.15
2014,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,89.28,46.2,17.17,0.0,2.58,2.7800000000000002,191.62,-4.21
2015,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,100.09,43.15,16.31,0.0,1.65,17.03,213.69,8.2
2016,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,93.76,23.59,29.02,,0.0,36.050000000000004,332.02,12.32
2017,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,264.79,195.45,30.92,,0.05,44.230000000000004,538.89,21.49
2018,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,270.98,182.55,41.55,,0.92,47.32,572.45,22.13
2019,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,243.68,149.98,49.32,3.18,0.0,68.74,594.93,27.46
2020,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,483.71,369.89,75.44,4.1,,83.65,1201.15,-12.55
2021,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,533.45,388.44,101.83,4.09,0.29,95.35000000000001,1502.92,-12.09
2022,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,440.05,232.06,126.97,5.22,1.21,141.81,1631.29,26.47
2023,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,832.0,549.78,135.4,10.34,11.95,267.02,2210.46,46.07
2024,XVIVO.ST,Xvivo Perfusion AB,Healthcare Equipment & Supplies,Health Care,STX,835.92,427.2,182.5,11.22,12.26,393.24,2470.25,113.18
