Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1996,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3011.13,778.66,1570.43,128.98,95.2,2436.53,5841.48,1010.72
1997,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3068.07,725.47,1494.1,117.0,88.15,1313.92,6032.16,954.11
2000,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3259.28,453.3,2249.42,,,4347.03,7931.74,676.41
2001,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3114.82,395.68,1775.35,,36.13,4515.51,7922.88,999.3
2002,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,2310.48,336.13,1744.84,,25.38,4133.72,6728.98,865.17
2003,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,2755.71,494.27,1954.54,,30.87,4606.15,7644.43,834.9
2004,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,2909.27,537.52,1898.73,,88.44,4621.7,7875.54,1268.31
2005,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3012.53,428.56,1895.95,,73.35,45693.42,8568.13,1186.43
2006,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3664.35,800.46,1989.27,,146.56,5352.11,9503.15,1952.46
2007,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,4751.64,1337.4,2275.81,2.13,174.49,6212.45,11590.76,2667.45
2008,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,5072.67,579.29,2678.55,5.22,0.0,9118.54,15190.6,1665.12
2009,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3577.47,817.17,2120.39,18.95,0.0,8182.8,12626.48,2286.32
2010,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3274.51,362.67,2363.13,178.72,,8389.57,12788.69,1381.47
2011,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3435.27,361.11,2783.81,139.45,,8431.55,13193.69,1597.59
2012,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,3450.3,476.45,2488.54,2392.07,,8116.32,12786.28,1792.79
2013,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,4049.81,561.15,3660.43,235.13,,9435.39,15483.01,1974.01
2014,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,5057.26,708.65,5118.72,26.21,188.01,10719.22,17993.72,1717.28
2015,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,5361.61,840.0,4980.49,27.84,261.12,11448.99,19246.13,2659.25
2016,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,5363.62,1092.34,3047.28,13.62,215.2,10502.05,18153.86,3027.94
2017,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,7687.08,2407.13,3524.56,10.83,239.24,11363.25,21305.85,3099.5
2018,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,9541.09,3824.36,4290.02,29.72,336.86,12156.72,24085.56,3917.39
2019,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,8551.48,2706.16,4093.69,,285.38,14819.93,26510.56,3957.65
2020,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,8559.04,2524.76,5175.24,,261.9,17097.13,28746.65,4696.77
2021,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,9520.92,1661.91,5236.0,,260.3,18311.0,30835.36,4328.88
2022,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,11815.77,2191.21,6730.9,,272.59,20832.24,35940.07,3976.94
2023,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,13343.75,3959.5,6162.96,,458.59,23253.7,39751.63,8065.04
2024,ROCKb.CO,Rockwool A/S,Construction Materials,Other,COX,14602.79,4742.08,7024.87,,929.59,26581.55,45749.91,9493.22
