Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,23.11,23.05,88.5,,0.0,,1042.63,59.86
2013,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,931.94,808.07,121.86,,0.02,,3598.61,23.14
2014,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,716.71,551.03,412.42,,0.03,,5858.74,94.82
2015,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,1357.38,1086.02,504.77,,0.6,,10071.89,782.88
2016,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,1041.08,824.73,522.77,,0.41,,10032.54,582.25
2017,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,928.88,339.54,1663.94,1293.71,0.12,9077.54,10010.56,672.5
2018,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,1201.5,453.21,1084.33,664.66,0.23,10123.15,11351.93,485.75
2019,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,2939.22,804.21,2811.02,1872.7,12.43,20295.23,23537.28,2132.56
2020,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,2408.53,863.55,2158.98,1536.16,17.76,18926.62,21821.42,3749.98
2021,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,3020.49,881.33,2781.18,2187.36,17.77,18359.71,22113.18,914.8
2022,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,8569.87,1708.9,4713.72,3136.02,46.41,28180.25,38650.51,7406.24
2023,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,9454.4,1435.34,6701.26,2709.4,82.21,28151.48,39668.17,11192.94
2024,HAFNI.OL,Hafnia Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,10230.03,2219.39,7431.24,3822.23,31.34,29636.77,42079.12,11070.01
