Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1995,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,76.39,58.26,82.63,,,2094.16,559.02,36.46
1996,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,53.42,34.31,80.96,,,2026.0,503.61,3.03
1997,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,73.77,57.54,65.55,,,1954.8,496.29,13.17
1998,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,61.37,30.39,75.58,,,2418.2,592.5,13.17
1999,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,43.29,1.76,96.5,11.56,,306.02,589.44,54.56
2000,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,52.12,3.54,122.8,53.63,,1631.28,603.18,28.56
2001,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,168.94,126.32,116.21,56.2,,1641.96,733.58,49.65
2002,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,99.64,46.39,159.42,116.35000000000001,,112.5,637.05,-45.94
2003,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,65.84,6.63,115.11,68.93,,-4.28,616.81,60.88
2004,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,62.27,10.98,138.25,84.24000000000001,,-60.02,679.36,98.18
2005,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,53.58,15.65,153.13,,,,667.65,120.01
2006,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,58.11,13.41,226.9,,,1509.1,754.55,113.35
2007,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,89.41,15.37,304.74,221.88,,1651.38,876.83,74.36
2008,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,94.2,36.27,270.07,135.55,11.74,4303.42,1171.75,171.78
2009,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,75.92,20.4,271.24,139.91,1.0,3865.54,1048.49,82.42
2010,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,80.79,21.43,264.74,142.67,0.0,1810.66,984.65,62.35
2011,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,96.37,24.14,262.77,100.74000000000001,1.35,1781.84,995.72,122.41
2012,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,110.25,24.81,252.69,101.2,,850.02,970.91,96.22
2013,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,129.46,39.58,288.55,79.71,4.25,1988.64,1136.75,169.77
2014,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,147.63,51.35,296.95,19.55,7.04,2167.78,1252.52,187.47
2015,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,179.19,91.59,292.52,6.56,13.64,2300.58,1343.12,177.75
2016,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,114.08,25.92,396.28,110.41,1.22,2663.8,1455.03,199.77
2017,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,281.23,172.37,382.3,31.22,0.0,3486.46,2048.01,236.86
2018,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,240.56,122.47,378.28,,21.63,3618.84,2129.59,237.72
2019,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,341.81,234.55,447.09,30.04,18.84,3948.3,2394.89,249.78
2020,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,291.31,34.92,563.19,151.92,0.0,4169.56,2448.6,-173.24
2021,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,94.66,18.18,376.48,33.26,3.23,3897.82,2123.01,224.55
2022,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,258.36,89.83,413.48,26.939999999999998,3.53,4024.26,2360.17,253.53
2023,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,300.11,113.44,432.76,26.560000000000002,0.15,4314.12,2559.81,292.51
2024,TIV.CO,Tivoli A/S,Hotels & Entertainment Services,Consumer Discretionary,COX,351.76,118.04,481.95,35.51,0.0,4710.6,2828.88,334.7
