Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,MIPS.ST,Mips AB,Leisure Products,Other,STX,23.11,7.64,6.04,0.51,,0.81,25.32,-12.02
2015,MIPS.ST,Mips AB,Leisure Products,Other,STX,36.33,9.12,13.29,0.1,,1.5,56.88,2.93
2016,MIPS.ST,Mips AB,Leisure Products,Other,STX,54.28,27.03,17.05,0.05,,2.38,71.5,15.68
2017,MIPS.ST,Mips AB,Leisure Products,Other,STX,223.4,17.57,21.61,0.0,,2.67,242.33,10.78
2018,MIPS.ST,Mips AB,Leisure Products,Other,STX,296.08,35.93,42.7,,,3.64,311.68,64.69
2019,MIPS.ST,Mips AB,Leisure Products,Other,STX,264.87,42.96,40.47,,,2.91,321.23,58.84
2020,MIPS.ST,Mips AB,Leisure Products,Other,STX,459.45,95.02,80.4,,,11.49,539.85,118.72
2021,MIPS.ST,Mips AB,Leisure Products,Other,STX,662.51,86.71,169.52,,,10.72,736.55,277.61
2022,MIPS.ST,Mips AB,Leisure Products,Other,STX,624.06,143.07,110.13,,,12.24,721.95,224.23
2023,MIPS.ST,Mips AB,Leisure Products,Other,STX,565.8,226.52,56.38,,,10.07,742.99,10.95
2024,MIPS.ST,Mips AB,Leisure Products,Other,STX,591.15,392.73,80.19,,,8.22,759.76,144.41
