Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,17.74,10.59,4.34,0.0,,76.96,117.71,-9.56
2006,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,199.6,190.95,50.32,18.97,,172.49,398.87,-11.28
2007,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,25.11,5.18,113.11,31.14,,,437.14,-13.39
2008,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,27.51,5.19,569.87,476.56,,,838.76,-6.94
2009,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,91.18,20.96,172.5,132.33,,,721.12,63.36
2010,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,162.01,77.65,118.58,88.39,,,702.17,257.68
2011,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,208.11,118.96,111.27,41.59,,1.43,808.55,282.41
2012,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,381.78,238.74,147.15,19.2,20.65,2.52,1104.31,369.17
2013,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,352.58,206.39,158.24,21.8,1.25,3.11,1383.12,229.52
2014,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,455.03,135.96,318.17,23.67,4.98,2.47,1302.74,108.53
2015,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,232.67,54.09,347.01,51.34,0.67,1.28,393.36,247.2
2016,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,70.07,6.02,211.19,57.74,0.54,0.27,221.01,60.36
2017,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,75.29,0.59,97.1,68.39,0.0,0.21,214.02,39.46
2018,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,50.08,0.34,93.25,69.4,0.0,0.18,254.11,-25.6
2019,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,35.39,0.02,108.53,71.73,5.02,0.11,194.24,-19.25
2020,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,9.02,0.02,119.92,80.56,5.04,0.0,43.3,1.96
2021,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,3.05,0.02,118.54,80.03,5.18,0.0,55.83,-4.92
2022,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,23.52,0.09,180.36,83.82,5.13,0.0,74.99,-0.2
2023,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,21.14,1.7,177.43,89.19,5.59,0.0,39.02,2.66
2024,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,COX,13.05,0.05,165.76,93.79,0.0,0.0,25.08,0.69
