Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1998,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,520.57,50.53,215.01,4.62,6.18,590.68,1016.85,66.4
1999,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,525.88,45.1,229.84,9.35,10.46,557.02,981.75,75.86
2000,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,471.53,23.44,202.3,6.94,22.4,411.94,856.75,30.97
2001,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,443.49,24.28,234.19,66.25,15.99,367.84,792.82,45.2
2002,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,421.76,36.62,299.3,146.5,6.8,295.04,717.02,71.65
2003,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,488.63,25.63,336.25,150.39,8.71,340.96,820.25,50.56
2004,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,819.33,54.21,489.72,200.67,0.82,478.22,1307.2,23.55
2005,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,779.19,37.45,450.73,,,,1241.81,49.58
2006,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,956.64,71.02,550.39,187.65,9.26,310.94,1404.16,72.18
2007,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,1082.31,68.02,622.07,191.58,20.27,50.18,1669.5,179.28
2008,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,1263.85,92.82,280.53,280.53,18.74,156.16,1972.99,57.52
2009,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,2136.78,270.06,1106.1,272.2,35.61,154.8,3242.01,344.92
2010,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,2024.7,151.24,1124.3,289.23,19.91,89.46,3443.37,123.13
2011,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,2800.34,206.02,1446.53,406.22,37.39,435.4,4418.72,104.47
2012,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,2720.15,161.56,1398.97,456.11,35.02,437.2,4291.42,122.35
2013,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,3064.32,170.92,1605.47,474.12,19.67,477.82,4814.51,269.25
2014,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,3539.92,226.29,1730.63,487.22,22.66,525.12,5462.05,221.29
2015,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,4184.58,363.87,1962.8,457.81,41.88,579.06,6321.12,473.64
2016,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,4432.66,324.4,1969.7,457.15,35.58,581.1,6500.55,63.56
2017,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,5239.14,559.75,2302.2,465.26,65.77,624.04,7467.61,486.27
2018,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,6827.07,887.48,2898.56,482.7,98.6,893.68,9607.25,646.45
2019,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,6687.35,745.42,4218.85,1824.19,91.42,2783.66,10388.16,1168.34
2020,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,7565.11,1204.63,3186.49,417.33,52.63,3609.1,11904.43,1370.37
2021,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,9065.63,978.03,4856.51,1283.55,135.78,4179.8,14906.43,104.18
2022,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,12492.47,1428.84,7464.23,2865.21,176.96,4975.52,20579.82,83.61
2023,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,17224.74,1970.24,8026.93,2261.19,186.25,8044.04,39434.97,1774.58
2024,BEIJb.ST,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,STX,21155.12,3143.92,11094.18,4872.15,421.52,9869.72,47443.53,3132.35
