Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,221.71,96.73,77.9,,,73.62,363.81,30.94
2013,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,162.1,36.76,100.84,,,88.59,364.73,43.32
2014,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,335.19,114.45,257.84,,,254.57000000000002,721.66,-0.64
2015,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,643.95,388.17,231.92,,,256.62,1083.61,76.39
2016,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,976.58,731.82,228.83,,,209.01000000000002,1409.77,66.38
2017,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,783.11,537.15,290.49,,,201.93,1343.57,-33.8
2018,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,531.26,187.66,373.27,,,192.34,1292.82,-12.17
2019,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,737.85,173.66,447.08,,,229.63,1528.3,-12.47
2020,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,829.2,427.7,495.89,,,244.66,1727.73,193.44
2021,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,678.1,426.73,286.44,,,58.46,1192.52,-23.05
2022,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,629.71,378.39,373.68,0.0,,54.59,1152.11,130.17
2023,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,483.25,237.6,500.36,3.02,,75.5,1156.77,94.55
2024,TOBII.ST,Tobii AB,Integrated Hardware & Software,Other,STX,420.49,119.26,500.68,3.08,,100.75,1880.39,7.12
