Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2010,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,31.62,24.88,877.14,834.61,,3.09,1002.29,29.8
2011,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,35.68,20.28,14.41,5.84,,2.98,971.99,4.92
2012,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,32.28,28.94,19.9,9.4,,2.94,913.35,36.54
2013,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,73.84,69.97,33.9,13.73,,4.36,1294.45,40.7
2014,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,224.9,216.64,151.95,116.06,,12.08,3879.33,84.4
2015,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,129.92,94.07,126.86,80.81,,12.11,4740.07,143.58
2016,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,175.66,145.72,156.72,75.46,4.89,290.83,6076.37,186.95
2017,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,139.75,117.53,570.17,494.15,0.0,312.66,7229.33,203.38
2018,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,159.42,137.53,213.7,126.43,0.15,300.44,7201.87,219.67
2019,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,154.51,133.32,173.16,102.76,,322.66,7445.53,223.07
2020,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,185.75,129.17,175.87,100.87,,294.96,7126.97,129.38
2021,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,272.07,223.97,431.3,322.88,,334.09,7807.28,236.67
2022,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,260.56,206.92,516.4,414.4,,338.86,8915.11,288.97
2023,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,125.49,73.41,759.33,625.94,,486.28,10566.24,312.98
2024,EIKF.IC,Eik fasteignafelag hf,Real Estate Operations,Real Estate,ISX,351.02,294.21,650.31,500.67,,537.91,12790.91,380.01
