Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,189.31,57.96,185.41,,,,499.21,17.16
2005,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,291.55,128.6,236.21,,,,646.71,50.65
2006,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,358.73,106.27,219.51,4.78,2.48,,765.77,47.83
2007,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,306.42,92.98,258.66,4.56,6.56,,723.28,91.47
2008,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,373.01,,313.67,2.68,15.72,,865.01,99.12
2009,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,294.78,,222.6,0.6,4.17,,736.98,53.9
2010,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,377.52,67.22,340.34,2.19,6.98,,996.57,57.44
2011,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,416.58,133.05,340.79,0.6,8.28,22.73,1047.34,124.29
2012,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,500.25,113.29,437.67,,9.1,25.01,1144.15,100.61
2013,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,570.65,108.17,559.75,23.48,10.93,24.77,1454.32,107.23
2014,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,594.18,69.39,604.6,23.88,8.65,26.07,1492.28,140.07
2015,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,801.39,107.64,912.89,120.03,9.61,36.22,1979.14,137.49
2016,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,719.77,105.71,904.06,159.5,15.05,34.84,1882.85,154.91
2017,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,903.72,173.31,1451.82,606.46,22.69,39.85,2627.07,142.35
2018,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,1177.86,377.66,1603.34,531.84,21.47,36.11,3000.77,266.89
2019,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,1008.93,275.67,1504.01,516.65,30.94,158.47,2971.45,384.33
2020,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,1512.0,672.47,2162.54,794.64,33.41,195.27,3986.76,592.6
2021,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,1498.44,395.56,1692.32,56.51,40.92,157.83,4210.83,437.96
2022,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,2360.69,564.76,2631.78,77.18,60.24,215.55,5834.9,678.4
2023,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,2665.91,671.51,2704.17,95.64,63.43,348.34,7245.69,482.71
2024,ANODb.ST,Addnode Group AB (publ),Software & IT Services,Information Technology,STX,3195.32,692.94,3489.36,94.58,112.06,294.04,8819.0,712.92
