Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,543.06,,,0.0,,41920.11,5804.92
2005,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,581.47,,,412.28,,43702.69,4464.44
2006,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,373.02,,,252.73,,47216.14,3502.96
2007,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,317.06,,,357.49,,46633.3,2891.17
2008,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,367.92,,,323.57,,50159.12,1957.93
2009,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,570.79,,,337.79,,49877.18,2574.75
2010,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,895.71,,,110.79,,52876.14,1731.94
2011,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,418.35,,,270.58,,55347.29,2696.13
2012,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,496.13,,,641.82,,53465.32,2723.84
2013,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,618.23,,,457.25,1594.22,59666.89,2373.28
2014,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,613.09,,,520.82,1530.89,63401.58,2232.41
2015,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,605.89,,,459.24,1553.96,65967.26,1452.47
2016,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,580.79,,,387.6,59.91,60965.69,1929.04
2017,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,673.32,,,256.63,88.63,67950.06,2157.85
2018,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,831.93,,,156.57,1240.6,75026.54,3714.63
2019,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,1143.75,,,164.71,1166.15,77821.0,4788.59
2020,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,1957.07,,,502.64,1093.99,85767.74,5657.71
2021,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,1079.88,,,293.53,1026.02,135176.55,5015.76
2022,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,3754.05,,6045.69,117.05,1228.32,159902.65,329.8
2023,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,4699.76,,6970.11,583.72,1688.13,169473.54,9291.36
2024,TRYG.CO,Tryg A/S,Insurance,Financials,COX,,3350.28,,5813.67,1399.76,1500.76,164714.43,8802.36
