Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,2754.74,31.3,696.92,,9.06,1046.21,4237.56,384.06
2005,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,2167.75,46.31,664.3,,,1041.96,3612.92,54.46
2006,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1944.33,119.26,712.26,,0.82,968.05,3186.27,112.61
2007,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1630.13,126.07,570.07,,,1014.08,2856.7,125.77
2008,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,2125.11,124.26,606.76,,6.8,1205.75,3533.76,437.31
2009,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,2763.5,66.35,534.12,,0.83,790.4,3684.12,450.32
2010,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,2397.88,147.19,787.35,,0.0,828.63,3794.24,184.07
2011,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,2266.08,150.09,1035.17,,9.28,905.97,4346.48,389.61
2012,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1744.68,49.91,869.77,,22.02,905.73,3799.09,156.2
2013,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1845.22,85.88,928.86,,15.01,954.71,4095.67,560.66
2014,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1713.77,231.4,1024.11,,9.94,985.24,4919.87,218.94
2015,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1944.01,105.6,1066.56,,24.96,948.48,5410.57,581.4
2016,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1424.67,235.17,931.62,,3.63,803.59,4267.65,442.12
2017,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,2129.5,1466.92,670.45,,29.54,493.24,3557.05,420.79
2018,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,2036.03,526.1,538.98,,9.91,347.76,3214.05,100.82
2019,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1649.28,180.08,299.15,,7.87,502.85,3035.82,229.39
2020,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1660.48,225.24,304.86,,2.1,765.81,3295.81,372.1
2021,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1601.84,211.24,380.44,,4.0,1022.17,3548.07,350.58
2022,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1528.61,334.45,360.66,,1.05,683.57,3479.73,117.09
2023,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1626.3,347.85,373.58,,1.12,747.16,3621.72,418.65
2024,RAIVV.HE,Raisio Oyj,Food & Tobacco,Consumer Staples,HEX,1713.27,313.0,385.96,,3.53,814.27,3781.9,456.65
