Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2015,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,604.98,24.33,256.54,,,1001.43,2284.4,147.3
2016,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,589.65,30.28,370.36,,,1219.41,2412.67,175.31
2017,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,598.15,22.28,393.3,,,1697.24,3097.42,75.84
2018,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,703.55,21.73,469.54,224.12,,2007.49,3716.78,64.26
2019,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,1602.93,119.47,874.2,359.44,,2799.62,6076.61,108.28
2020,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,1913.91,91.59,608.54,211.73,,2286.49,6008.24,-480.36
2021,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,2109.57,98.04,680.92,231.47000000000003,,2887.29,6670.95,6.27
2022,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,2926.21,218.46,1025.69,,,3264.19,8077.21,145.07
2023,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,2869.25,278.72,1144.25,446.96000000000004,,3461.14,8382.74,500.13
2024,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,OBX,2293.6,170.49,604.66,64.78,,556.92,4403.07,131.07
