Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2007,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,529.83,0.84,181.66,,,,1002.47,71.07
2008,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,518.9,5.89,216.14,,,,977.25,-29.71
2009,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,428.25,54.9,164.71,,,389.4,940.13,106.6
2010,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,435.73,29.84,151.78,,,,951.62,15.64
2011,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,1553.2,84.17,1690.3,648.18,89.37,1143.64,7498.73,43.46
2012,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,1741.17,261.95,1890.12,639.45,83.03,,7995.33,283.61
2013,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,1788.78,157.39,1280.8,199.8,93.3,,8471.73,118.23
2014,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,2116.37,219.5,1642.87,405.45,55.59,1597.82,9548.59,459.29
2015,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,2104.64,257.45,1786.48,720.04,57.56,1777.07,10213.41,886.31
2016,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,1997.16,282.6,1284.97,0.0,36.98,1612.14,8758.67,872.96
2017,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,2394.55,759.49,2498.61,1997.29,30.02,1338.86,9257.98,689.46
2018,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,2108.83,537.7,1892.19,975.86,12.69,1321.31,8946.68,588.1
2019,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,2251.33,542.91,3013.65,3445.91,41.26,1461.82,9057.82,673.74
2020,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,2207.44,413.5,3770.61,7022.25,21.93,1628.95,9635.88,656.05
2021,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,2281.76,674.2,1465.32,346.84,25.33,1535.46,9303.39,859.89
2022,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,2617.66,548.76,1608.62,335.09000000000003,72.48,1488.14,9710.09,493.13
2023,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,3125.0,662.45,1883.66,371.5,51.34,1697.41,10755.27,774.33
2024,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,3652.82,979.78,2004.79,361.89,121.32,1742.62,11458.13,778.0
