Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2013,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,508.52,29.53,707.43,28.17,,75.82,877.63,-31.37
2014,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,572.96,14.24,677.28,25.02,,81.09,786.17,84.58
2015,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,576.1,23.76,668.8,20.17,,83.86,776.88,58.95
2016,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,509.24,16.32,523.35,14.75,,79.37,681.45,60.53
2017,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,681.53,21.89,678.66,8.63,,83.31,867.97,-32.11
2018,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,1307.73,39.3,1249.02,65.79,20.84,143.02,1920.05,39.42
2019,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,1391.21,94.57,1151.48,78.24,10.42,172.98,2061.16,38.91
2020,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,1669.13,243.77,1461.3,238.97,12.73,257.97,2529.65,0.11
2021,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,1785.63,277.98,1436.72,403.49,,367.19,2808.84,91.34
2022,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2116.65,116.08,1419.33,340.61,33.72,289.84,3044.07,-220.34
2023,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,1800.76,184.82,1532.99,443.63,12.35,336.95,2850.02,128.28
2024,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,1802.47,151.79,1951.05,92.74,12.79,408.58,2987.89,27.55
