Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1814.89,105.95,1072.31,67.59,31.05,,5032.74,
2005,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1858.81,207.19,1341.67,135.02,46.7,,5540.75,
2006,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2435.65,181.19,1986.76,,,1266.54,6448.32,
2007,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2638.21,312.01,1571.83,84.94,148.86,,6475.69,
2008,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3090.95,229.42,1885.16,256.99,117.38,,7669.57,
2009,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2139.29,200.66,1183.73,134.32,81.72,1080.97,6021.41,
2010,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2048.54,207.37,1210.38,59.0,55.53,1007.35,5700.5,
2011,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2066.88,203.91,1320.65,36.44,38.18,940.6,5627.95,
2012,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2109.26,257.67,1314.01,165.21,18.83,1034.08,5669.49,
2013,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2247.76,311.95,1460.81,150.79,10.37,1078.17,6141.98,
2014,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2511.27,287.55,1471.3,94.89,19.17,1188.54,6672.13,
2015,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2797.46,298.27,1669.27,73.26,47.1,1361.58,7481.88,
2016,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2843.06,396.4,1614.04,27.5,32.24,1231.87,7115.23,
2017,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3129.02,342.22,1851.2,65.04,27.02,1285.83,7736.0,
2018,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3077.86,282.02,1845.35,53.67,16.59,1246.17,7613.66,
2019,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3363.4,502.59,2048.79,23.44,40.32,2234.45,8849.66,
2020,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3608.76,564.91,2195.95,14.62,91.89,2575.0,9820.71,
2021,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4390.1,528.06,2448.36,12.67,153.94,2482.46,10039.94,
2022,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5129.9,452.75,2364.46,101.66,103.54,2983.81,12195.97,
2023,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5350.95,590.97,2577.32,141.95000000000002,93.63,3456.22,13650.72,
2024,LIAB.ST,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5470.5,513.02,2922.88,67.85,66.83,3649.74,15864.54,
